Magnanime	Ag	MAGNANIME
Toute	Vvc	Toute
tremblante	Ag	TREMBLANT
au	S+Da	À+LE
bruit	Nc	BRUIT
de	S	DE
mes	Ds	MON
nobles	Ag	NOBLE
fureurs	Nc	FUREUR
,	Fw	,
Voulut	Vvc	VOULOIR
me	Pp	JE
retenir	Vvn	RETENIR
par	S	PAR
ses	Ds	SON
timides	Ag	TIMIDE
pleurs	Nc	PLEUR
,	Fw	,
Voyant	Ga	VOIR
de	S	DE
son	Ds	SON
bonheur	Nc	BONHEUR
,	Fw	,
l'	Da	LE
Arménie	Nc	Arménie
insolente	Ag	INSOLENT
,	Fw	,
Qui	Vvc	Qui
jusques	Rg	jusques
dedans	Rg	DEDANS
Suse	Ag	Suse
apportait	Vvc	APPORTER
l'	Da	LE
épouvante	Nc	ÉPOUVANTE
;	Fw	;
Que	Vvc	Que
Tygranne	Vvc	Tygranne
orgueilleux	Ag	ORGUEILLEUX
à	S	À
la	Da	LE
tête	Nc	TÊTE
des	S+Da	DE+LE|DE+LES
siens	Ps	SIEN
,	Fw	,
Effrayait	Vvc	EFFRAYER
dans	S	DANS
ses	Ds	SON
murs	Nc	MUR|MURS
nos	Ds	NOTRE
plus	Rg	PLUS
fiers	Ag	FIER
citoyens	Nc	CITOYEN
,	Fw	,
Elle	Vvc	Elle
me	Pp	JE
conseilla	Vvc	CONSEILLER
de	S	DE
mettre	Vvn	METTRE
bas	Rg	BAS
les	Da	LE
armes	Nc	ARME|ARMÉ
,	Fw	,
Pour	Nc	POUR
vaincre	Vvn	VAINCRE
ce	Dd	CE
vainqueur	Nc	VAINQUEUR
n'	Rp	NE
employer	Vvn	EMPLOYER
que	Cs	QUE
mes	Ds	MON
charmes	Nc	CHARME
Et	Vvc	Et
d'	S	DE
un	Dn	UN
nouvel	Ag	NOUVEAU
Hymen	Nc	HYMEN
rallumer	Vvn	RALLUMER
le	Da	LE
flambeau	Nc	FLAMBEAU
,	Fw	,
Puis	Vvc	POUVOIR
que	Cs	QUE
le	Da	LE
grand	Ag	GRAND
Hydaspe	Nc	Hydaspe
était	Vuc	ÊTRE
dans	S	DANS
le	Da	LE
Tombeau	Nc	TOMBEAU
.	Fs	.
À	Vvc	À
ces	Dd	CE
mots	Nc	MOT|MOTS
,	Fw	,
mon	Ds	MON
esprit	Nc	ESPRIT
frémissant	Ga	FRÉMIR
de	S	DE
colère	Nc	COLÈRE
,	Fw	,
À	Nc	À
ce	Dd	CE
lâche	Ag	LÂCHE
conseil	Nc	CONSEIL
,	Fw	,
donne	Vvc	DONNER
un	Dn	UN
juste	Ag	JUSTE
salaire	Nc	SALAIRE
,	Fw	,
Du	Vvc	Du
fer	Nc	FER
que	Pr	QUE
j'	Pp	JE
avais	Vuc	AVOIR
pris	Ge	PRENDRE
pour	S	POUR
venger	Vvn	VENGER
mon	Ds	MON
époux	Nc	ÉPOUX
,	Fw	,
Le	Vvc	Le
sein	Nc	SEIN
qui	Pr	QUI
m'	Pp	JE
allaita	Vvc	ALLAITER
reçut	Vvc	RECEVOIR
les	Da	LE
premiers	Ag	PREMIER
coups	Nc	COUP
;	Fw	;
Je	Vvc	Je
tranchai	Vvc	TRANCHER
ses	Ds	SON
discours	Nc	DISCOURS
avec	S	AVEC
sa	Ds	SON
destinée	Nc	DESTINÉE
,	Fw	,
Disposée	Vvc	Disposée
à	S	À
la	Da	LE
mort	Nc	MORT
plutôt	Rg	PLUTÔT
qu'	Cs	QUE
à	S	À
l'	Da	LE
Hyménée	Nc	Hyménée
.	Fs	.
Tout	Di	TOUT
mort	Nc	MORT
que	Pr	QUE
je	Pp	JE
le	Pp	IL
crus	Vvc	CROIRE|CROÎTRE
,	Fw	,
je	Pp	JE
lui	Pp	IL
gardai	Vvc	GARDER
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Le	Vvc	Le
perfide	Ag	PERFIDE
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
même	Ag	MÊME
respect	Nc	RESPECT
pour	S	POUR
moi	Pp	JE
,	Fw	,
Après	Vvc	Après
ce	Pd	CE
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
l'	Da	LE
ingrat	Nc	INGRAT
me	Pp	JE
répudie	Vvc	RÉPUDIER
,	Fw	,
Rodogune	Nc	Rodogune
vivante	Ga	VIVRE
il	Pp	IL
épouse	Vvc	ÉPOUSER
Lidie	Nc	Lidie
La	Vvc	La
fille	Nc	FILLE
de	S	DE
Tygranne	Nc	Tygranne
et	Cc	ET
de	S	DE
son	Ds	SON
ennemi	Nc	ENNEMI
,	Fw	,
Pour	Nc	POUR
ne	Rp	NE
commettre	Vvn	COMMETTRE
pas	Rg	PAS
des	Dn	UN
crimes	Nc	CRIME
à	S	À
demi	Nc	DEMI
.	Fs	.
Cette	Dd	CE
Alliance	Nc	ALLIANCE
encore	Rg	ENCORE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
bien	Rg	BIEN
assurée	Ge	ASSURER
.	Fs	.
À	Vvc	À
ces	Dd	CE
conditions	Nc	CONDITION
cette	Dd	CE
paix	Nc	PAIX
fut	Vuc	ÊTRE
jurée	Ge	JURER
,	Fw	,
Il	Vvc	Il
fait	Ge	FAIRE
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
veut	Vvc	VOULOIR
son	Ds	SON
insolent	Ag	INSOLENT
vainqueur	Nc	VAINQUEUR
,	Fw	,
Il	Vvc	Il
donne	Vvc	DONNER
à	S	À
ma	Ds	MON
Rivale	Nc	RIVAL
,	Fw	,
et	Cc	ET
son	Ds	SON
Sceptre	Nc	SCEPTRE
,	Fw	,
et	Cc	ET
son	Ds	SON
coeur	Nc	CUR
:	Fw	:
Tout	Pi	TOUT
ce	Pd	CE
qui	Pr	QUI
m'	Pp	JE
appartient	Vvc	APPARTENIR
;	Fw	;
et	Cc	ET
d'	S	DE
une	Dn	UN
âme	Nc	ÂME
insensée	Ag	INSENSÉ
Au	Vvc	Au
camp	Nc	CAMP
des	S+Da	DE+LE|DE+LES
ennemis	Nc	ENNEMI
l'	Pp	IL
a	Vuc	AVOIR
déjà	Rg	DÉJÀ
fiancée	Ge	FIANCER
.	Fs	.
Sans	S	SANS
craindre	Vvn	CRAINDRE
ma	Ds	MON
colère	Nc	COLÈRE
et	Cc	ET
la	Da	LE
foudre	Nc	FOUDRE
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
Il	Vvc	Il
vient	Vvc	VENIR
pour	S	POUR
accomplir	Vvn	ACCOMPLIR
cet	Dd	CE
Hymen	Nc	HYMEN
dans	S	DANS
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
.	Fs	.
Du	S+Da	DE+LE
Trône	Nc	Trône
et	Cc	ET
de	S	DE
son	Ds	SON
lit	Nc	LIT
l'	Da	LE
infidèle	Nc	INFIDÈLE
me	Pp	JE
chasse	Vvc	CHASSER
Pour	Nc	POUR
y	Pp	Y
faire	Vvn	FAIRE
monter	Vvn	MONTER
l'	Da	LE
adultère	Nc	ADULTÈRE
en	S	EN
ma	Ds	MON
place	Nc	PLACE|PLACÉ
;	Fw	;
Et	Vvc	Et
ce	Dd	CE
dieu	Nc	DIEU
qui	Pr	QUI
reçoit	Vvc	RECEVOIR
nos	Ds	NOTRE
voeux	Nc	VU
et	Cc	ET
nos	Ds	NOTRE
encens	Nc	ENCENS
,	Fw	,
Verra	Vvc	VOIR
deux	Nc	DEUX
criminels	Ag	CRIMINEL
régner	Vvn	RÉGNER
sur	S	SUR
les	Da	LE
Persans	Nc	PERSAN
.	Fs	.
Jugez	Vvc	JUGER
donc	Rg	DONC
si	Cs	SI
mon	Ds	MON
sort	Nc	SORT
est	Vuc	ÊTRE
triste	Ag	TRISTE
et	Cc	ET
déplorable	Ag	DÉPLORABLE
,	Fw	,
Si	Vvc	Si
j'	Pp	JE
ai	Vuc	AVOIR
sujet	Nc	SUJET
de	S	DE
dire	Vvn	DIRE
en	S	EN
un	Dn	UN
malheur	Nc	MALHEUR
semblable	Ag	SEMBLABLE
,	Fw	,
Quoi	Vvc	Quoi
que	Cs	QUE
la	Da	LE
Guerre	Nc	GUERRE
ait	Vuc	AVOIR
eu	Ge	AVOIR
de	S	DE
si	Rg	SI
sanglants	Ag	SANGLANT
effets	Nc	EFFET
,	Fw	,
Que	Vvc	Que
j'	Pp	JE
en	Pp	EN
ai	Vuc	AVOIR
moins	Rg	MOINS
d'	S	DE
horreur	Nc	HORREUR
que	Pr	QUE
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
de	S	DE
la	Da	LE
paix	Nc	PAIX
.	Fs	.
Mon	Ds	MON
père	Nc	PÈRE
étant	Ga	ÊTRE
captif	Nc	CAPTIF
de	S	DE
l'	Da	LE
injuste	Ag	INJUSTE
Tygranne	Nc	Tygranne
,	Fw	,
Qui	Vvc	Qui
tenait	Vvc	TENIR
les	Da	LE
cités	Nc	CITÉ
d'	S	DE
Arsace	Nc	Arsace
et	Cc	ET
d'	S	DE
Ecbatane	Nc	Ecbatane
,	Fw	,
La	Vvc	La
prudence	Nc	PRUDENCE
lui	Pp	IL
fait	Vvc	FAIRE
abaisser	Vvn	ABAISSER
son	Ds	SON
grand	Ag	GRAND
coeur	Nc	CUR
,	Fw	,
Et	Vvc	Et
recevoir	Vvn	RECEVOIR
les	Da	LE
lois	Nc	LOI
d'	S	DE
un	Dn	UN
superbe	Ag	SUPERBE
vainqueur	Nc	VAINQUEUR
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
...	Fs	...
N'	Vvc	N'
achevez	Vvc	ACHEVER
pas	Rg	PAS
,	Fw	,
sa	Ds	SON
faute	Nc	FAUTE
est	Vuc	ÊTRE
sans	S	SANS
excuse	Nc	EXCUSE
,	Fw	,
Il	Vvc	Il
fallait	Vvc	FALLOIR
perdre	Vvn	PERDRE
encor	Nc	encor
et	Cc	ET
Babylone	Vvc	Babylone
et	Cc	ET
Suse	Vvc	Suse
,	Fw	,
Son	Nc	SON
Empire	Nc	EMPIRE
et	Cc	ET
sa	Ds	SON
vie	Nc	VIE
avec	S	AVEC
la	Da	LE
liberté	Nc	LIBERTÉ
,	Fw	,
Plutôt	Vvc	Plutôt
que	Cs	QUE
son	Ds	SON
honneur	Nc	HONNEUR
par	S	PAR
une	Dn	UN
lâcheté	Nc	LÂCHETÉ
.	Fs	.
Aux	S+Da	À+LES
fers	Nc	FER|FERS
comme	Cs	COMME
en	S	EN
un	Dn	UN
Trône	Nc	Trône
on	Pp	ON
parait	Vvc	PARAÎTRE|PARER
magnanime	Ag	MAGNANIME
,	Fw	,
Et	Vvc	Et
l'	Pp	IL
on	Pp	ON
meurt	Vvc	MOURIR
glorieux	Ag	GLORIEUX
en	S	EN
triomphant	Ga	TRIOMPHER
du	S+Da	DE+LE
crime	Nc	CRIME
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
ainsi	Rg	AINSI
qu'	Cs	QUE
un	Dn	UN
héros	Nc	HÉROS
témoigne	Vvc	TÉMOIGNER
son	Ds	SON
grand	Ag	GRAND
coeur	Nc	CUR
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
ainsi	Rg	AINSI
qu'	Cs	QUE
un	Dn	UN
vaincu	Nc	VAINCU
surmonte	Vvc	SURMONTER
son	Ds	SON
vainqueur	Nc	VAINQUEUR
.	Fs	.
Non	Rg	NON
,	Fw	,
mon	Ds	MON
père	Nc	PÈRE
vous	Pp	VOUS
garde	Vvc	GARDER
une	Dn	UN
foi	Nc	FOI
plus	Rg	PLUS
sincère	Ag	SINCÈRE
,	Fw	,
Son	Nc	SON
âme	Nc	ÂME
est	Vuc	ÊTRE
généreuse	Ag	GÉNÉREUX
,	Fw	,
elle	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
légère	Ag	LÉGER
;	Fw	;
Il	Vvc	Il
n'	Rp	NE
accomplira	Vvc	ACCOMPLIR
point	Rg	POINT
étant	Ga	ÊTRE
en	S	EN
liberté	Nc	LIBERTÉ
,	Fw	,
Ce	Vvc	Ce
qu'	Cs	QUE
il	Pp	IL
promit	Vvc	PROMETTRE
par	S	PAR
force	Nc	FORCE|FORCÉ
en	S	EN
sa	Ds	SON
captivité	Nc	CAPTIVITÉ
.	Fs	.
On	Pp	ON
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
obligé	Ge	OBLIGER
,	Fw	,
quoi	Pr	QUE|QUOI
qu'	Rg	QUE
un	Dn	UN
serment	Nc	SERMENT
nous	Pp	NOUS
presse	Vvc	PRESSER
,	Fw	,
D'	Vvc	D'
exécuter	Vvn	EXÉCUTER
jamais	Rg	JAMAIS
une	Dn	UN
injuste	Ag	INJUSTE
promesse	Nc	PROMESSE
;	Fw	;
Si	Vvc	Si
l'	Pp	IL
on	Pp	ON
commet	Vvc	COMMETTRE
un	Dn	UN
crime	Nc	CRIME
alors	Rg	ALORS
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
la	Pp	IL
fait	Vvc	FAIRE
,	Fw	,
S'	Vvc	S'
en	Pp	EN
serait	Vuc	ÊTRE
un	Dn	UN
plus	Rg	PLUS
grand	Ag	GRAND
d'	S	DE
en	Pp	EN
venir	Vvn	VENIR
à	S	À
l'	Da	LE
effet	Nc	EFFET
.	Fs	.
De	S	DE
mon	Ds	MON
père	Nc	PÈRE
la	Da	LE
foi	Nc	FOI
peut	Vvc	POUVOIR
être	Vun	ÊTRE
dégagée	Ge	DÉGAGER
,	Fw	,
Tygranne	Vvc	Tygranne
est	Vuc	ÊTRE
criminel	Ag	CRIMINEL
de	S	DE
l'	Pp	IL
avoir	Vun	AVOIR
exigée	Ge	EXIGER
.	Fs	.
Je	Pp	JE
m'	Pp	JE
étonne	Vvc	ÉTONNER
comment	Rt	COMMENT
après	S	APRÈS
les	Da	LE
grands	Ag	GRAND
exploits	Nc	EXPLOIT
Qui	Ag	Qui
rangeaient	Vvc	RANGER
la	Da	LE
moitié	Nc	MOITIÉ
de	S	DE
l'	Da	LE
État	Nc	État
sous	S	SOUS
ses	Ds	SON
Lois	Vvc	Lois
,	Fw	,
Plantant	Ga	PLANTER
dans	S	DANS
nos	Ds	NOTRE
cités	Nc	CITÉ
l'	Da	LE
étendard	Nc	ÉTENDARD
de	S	DE
sa	Ds	SON
gloire	Nc	GLOIRE
,	Fw	,
Tout	Vvc	Tout
orgueilleux	Ag	ORGUEILLEUX
encor	Nc	encor
d'	S	DE
une	Dn	UN
grande	Ag	GRAND
victoire	Nc	VICTOIRE
:	Fw	:
Antée	Vvc	Antée
,	Fw	,
Oronte	Vvc	Oronte
,	Fw	,
Arbas	Vvc	Arbas
,	Fw	,
de	S	DE
blessures	Nc	BLESSURE
couverts	Ge	COUVRIR
,	Fw	,
Cent	Vvc	Cent
Satrapes	Vvc	Satrapes
vaincus	Ge	VAINCRE
,	Fw	,
mon	Ds	MON
père	Nc	PÈRE
dans	S	DANS
les	Da	LE
fers	Nc	FER|FERS
;	Fw	;
Je	Vvc	Je
m'	Pp	JE
étonne	Vvc	ÉTONNER
qu'	Cs	QUE
après	S	APRÈS
les	Da	LE
fortunes	Nc	FORTUNE
diverses	Ag	DIVERS
Qui	Vvc	Qui
semblaient	Vvc	SEMBLER
l'	Pp	IL
élever	Vvn	ÉLEVER
à	S	À
l'	Da	LE
Empire	Nc	EMPIRE
des	S+Da	DE+LE|DE+LES
Perses	Nc	PERSE
,	Fw	,
Dont	Vvc	Dont
il	Pp	IL
tenait	Vvc	TENIR
déjà	Rg	DÉJÀ
le	Da	LE
gage	Nc	GAGE
et	Cc	ET
les	Da	LE
effets	Nc	EFFET
,	Fw	,
Il	Vvc	Il
a	Vuc	AVOIR
pu	Ge	POUVOIR
se	Pp	IL
résoudre	Vvn	RÉSOUDRE
à	S	À
vous	Pp	VOUS
donner	Vvn	DONNER
la	Da	LE
Paix	Nc	PAIX
.	Fs	.
Votre	Ds	VOTRE
retour	Nc	RETOUR
heureux	Ag	HEUREUX
,	Fw	,
votre	Ds	VOTRE
haute	Ag	HAUT
vaillance	Nc	VAILLANCE
Arrête	Vvc	Arrête
son	Ds	SON
audace	Nc	AUDACE
et	Cc	ET
sa	Ds	SON
vaine	Ag	VAIN
espérance	Nc	ESPÉRANCE
.	Fs	.
Non	Rg	NON
,	Fw	,
il	Pp	IL
n'	Rp	NE
ose	Vvc	OSER
espérer	Vvn	ESPÉRER
de	S	DE
pouvoir	Vvn	POUVOIR
mettre	Vvn	METTRE
bas	Rg	BAS
Un	Ag	Un
Trône	Vvc	Trône
soutenu	Ge	SOUTENIR
de	S	DE
vos	Ds	VOTRE
illustres	Ag	ILLUSTRE
bras	Nc	BRAS
.	Fs	.
Vous	Pp	VOUS
n'	Rp	NE
avez	Vuc	AVOIR
point	Rg	POINT
de	S	DE
part	Nc	PART
à	S	À
la	Da	LE
honte	Nc	HONTE
d'	S	DE
Hydaspe	Nc	Hydaspe
,	Fw	,
À	Nc	À
celle	Pd	CELUI
de	S	DE
ses	Ds	SON
chefs	Nc	CHEF
ni	Cc	NI
de	S	DE
pas	Rg	PAS
un	Dn	UN
Satrape	Nc	SATRAPE
;	Fw	;
Et	Vvc	Et
tout	Di	TOUT
vainqueur	Nc	VAINQUEUR
qu'	Pr	QUE
il	Pp	IL
est	Vuc	ÊTRE
vous	Pp	VOUS
pouvez	Vvc	POUVOIR
vous	Pp	VOUS
vanter	Vvn	VANTER
,	Fw	,
Que	Vvc	Que
parmi	S	PARMI
vos	Ds	VOTRE
vaincus	Nc	VAINCU
vous	Pp	VOUS
l'	Pp	IL
avez	Vuc	AVOIR
vu	Ge	VOIR
conter	Vvn	CONTER
:	Fw	:
Les	Da	LE
rives	Nc	RIVE
de	S	DE
l'	Da	LE
Euphrate	Nc	Euphrate
et	Cc	ET
les	Da	LE
rives	Nc	RIVE
du	S+Da	DE+LE
Tigre	Nc	TIGRE
L'	Ag	L'
ont	Vuc	AVOIR
vu	Ge	VOIR
perdre	Vvn	PERDRE
les	Da	LE
noms	Nc	NOM
de	S	DE
vainqueur	Nc	VAINQUEUR
et	Cc	ET
de	S	DE
libre	Ag	LIBRE
;	Fw	;
Votre	Nc	Votre
rare	Ag	RARE
valeur	Nc	VALEUR
la	Da	LE
vaincu	Nc	VAINCU
par	S	PAR
deux	Nc	DEUX
fois	Nc	FOI|FOIS
,	Fw	,
Et	Vvc	Et
deux	Nc	DEUX
fois	Nc	FOI|FOIS
vos	Ds	VOTRE
bontés	Nc	BONTÉ
l'	Pp	IL
ont	Vuc	AVOIR
remis	Ge	REMETTRE
dans	S	DANS
ses	Ds	SON
droits	Nc	DROIT|DROITS
.	Fs	.
L'	Da	LE
ingrat	Ag	INGRAT
paie	Nc	PAIE|PAYE
un	Dn	UN
bienfait	Nc	BIENFAIT
