Divin	Ag	DIVIN
les	Da	LE
autels	Nc	AUTEL
.	Fs	.
Ce	Dd	CE
grand	Ag	GRAND
héros	Nc	HÉROS
est	Vuc	ÊTRE
mort	Ge	MOURIR
par	S	PAR
la	Da	LE
main	Nc	MAIN
d'	S	DE
un	Dn	UN
perfide	Ag	PERFIDE
;	Fw	;
Qui	Vvc	Qui
ne	Rp	NE
fut	Vuc	ÊTRE
pas	Rg	PAS
content	Ag	CONTENT
après	S	APRÈS
ce	Dd	CE
parricide	Nc	PARRICIDE
,	Fw	,
Il	Vvc	Il
voulut	Vvc	VOULOIR
qu'	Cs	QUE
un	Dn	UN
dessein	Nc	DESSEIN
plein	Ag	PLEIN
d'	S	DE
horreur	Nc	HORREUR
s'	Pp	SE
accomplît	Vvc	ACCOMPLIR
,	Fw	,
En	Vvc	En
occupant	Ga	OCCUPER
son	Ds	SON
trône	Nc	TRÔNE
il	Pp	IL
entra	Vvc	ENTRER
dans	S	DANS
son	Ds	SON
lit	Nc	LIT
,	Fw	,
Et	Vvc	Et
pour	S	POUR
mieux	Rg	MIEUX
satisfaire	Vvn	SATISFAIRE
à	S	À
sa	Ds	SON
cruelle	Ag	CRUEL
envie	Nc	ENVIE
,	Fw	,
Il	Vvc	Il
lui	Pp	IL
ravit	Vvc	RAVIR
le	Da	LE
sceptre	Nc	SCEPTRE
,	Fw	,
et	Cc	ET
la	Da	LE
femme	Nc	FEMME
et	Cc	ET
la	Da	LE
vie	Nc	VIE
,	Fw	,
Toujours	Vvc	Toujours
de	S	DE
puis	Vvc	POUVOIR
ce	Dd	CE
temps	Nc	TEMPS
,	Fw	,
et	Cc	ET
ce	Dd	CE
crime	Nc	CRIME
odieux	Ag	ODIEUX
,	Fw	,
Cresphonte	Nc	Cresphonte
et	Cc	ET
mes	Ds	MON
enfants	Nc	ENFANT
sont	Vuc	ÊTRE
présents	Nc	PRÉSENT
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
.	Fs	.
Ô	Vvc	Ô
mortel	Ag	MORTEL
souvenir	Nc	SOUVENIR
!	Fs	!
ô	I	OH
douleur	Nc	DOULEUR
trop	Rg	TROP
amère	Ag	AMER
!	Fs	!
J'	Pp	JE
ai	Vuc	AVOIR
les	Da	LE
ressentiments	Nc	RESSENTIMENT
:	Fw	:
et	Cc	ET
de	S	DE
femme	Nc	FEMME
,	Fw	,
et	Cc	ET
de	S	DE
mère	Nc	MÈRE
,	Fw	,
Avecque	Vvc	Avecque
mon	Ds	MON
époux	Nc	ÉPOUX
j'	Pp	JE
ai	Vuc	AVOIR
mon	Ds	MON
sang	Nc	SANG
à	S	À
venger	Vvn	VENGER
,	Fw	,
Le	Vvc	Le
trépas	Nc	TRÉPAS
du	S+Da	DE+LE
tyran	Nc	TYRAN
peut	Vvc	POUVOIR
seul	Ag	SEUL
me	Pp	JE
soulager	Vvn	SOULAGER
,	Fw	,
Il	Vvc	Il
peut	Vvc	POUVOIR
à	S	À
mes	Ds	MON
douleurs	Nc	DOULEUR
donner	Vvn	DONNER
de	S	DE
l'	Da	LE
allégeance	Nc	ALLÉGEANCE
,	Fw	,
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
vis	Vvc	VIVRE|VOIR
encor	Nc	encor
,	Fw	,
je	Pp	JE
vis	Vvc	VIVRE|VOIR
pour	S	POUR
la	Da	LE
vengeance	Nc	VENGEANCE
,	Fw	,
Oui	Vvc	Oui
le	Da	LE
devoir	Nc	DEVOIR
m'	Pp	JE
y	Pp	Y
force	Vvc	FORCER
,	Fw	,
et	Cc	ET
je	Pp	JE
l'	Pp	IL
entreprendrai	Vvc	ENTREPRENDRE
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
ne	Rp	NE
le	Pp	IL
perds	Vvc	PERDRE
au	S+Da	À+LE
moins	Nc	MOINS
je	Pp	JE
me	Pp	JE
perdrai	Vvc	PERDRE
.	Fs	.
Il	Pp	IL
vous	Pp	VOUS
révère	Vvc	RÉVÉRER
trop	Rg	TROP
pour	S	POUR
vous	Pp	VOUS
faire	Vvn	FAIRE
un	Dn	UN
outrage	Nc	OUTRAGE
,	Fw	,
Ce	Vvc	Ce
barbare	Ag	BARBARE
pour	S	POUR
vous	Pp	VOUS
laisse	Vvc	LAISSER
dormir	Vvn	DORMIR
sa	Ds	SON
rage	Nc	RAGE
,	Fw	,
Vos	Nc	Vos
appas	Nc	APPAS
l'	Pp	IL
ont	Vuc	AVOIR
charmé	Ge	CHARMER
,	Fw	,
près	Rg	PRÈS
de	S	DE
votre	Ds	VOTRE
beauté	Nc	BEAUTÉ
,	Fw	,
Il	Vvc	Il
quitte	Vvc	QUITTER
la	Da	LE
fureur	Nc	FUREUR
,	Fw	,
l'	Da	LE
orgueil	Nc	ORGUEIL
,	Fw	,
la	Da	LE
cruauté	Nc	CRUAUTÉ
,	Fw	,
La	Vvc	La
sanguinaire	Ag	SANGUINAIRE
humeur	Nc	HUMEUR
qui	Pr	QUI
fait	Vvc	FAIRE
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
l'	Pp	IL
abhorre	Vvc	ABHORRER
,	Fw	,
Son	Nc	SON
esprit	Nc	ESPRIT
s'	Pp	SE
adoucit	Vvc	ADOUCIR
,	Fw	,
dirai	Vvc	DIRE
-je	Vvc	-je
plus	Rg	PLUS
encore	Rg	ENCORE
,	Fw	,
Pour	Nc	POUR
vous	Pp	VOUS
il	Pp	IL
cesse	Vvc	CESSER
d'	S	DE
être	Vun	ÊTRE
au	S+Da	À+LE
nombre	Nc	NOMBRE
des	S+Da	DE+LE|DE+LES
tyrans	Nc	TYRAN
.	Fs	.
Qu'	Pt	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
tu	Pp	TU
me	Pp	JE
dis	Vvc	DIRE
,	Fw	,
et	Cc	ET
qu'	Pr	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
j'	Pp	JE
apprends	Vvc	APPRENDRE
?	Fs	?
Ne	Rp	NE
m'	Pp	JE
a-t-il	V	AVOIR
pas	Rg	PAS
traitée	Ge	TRAITER
avecque	Vvc	avecque
tyrannie	Nc	TYRANNIE
?	Fs	?
N'	Rp	NE
ai	Vuc	AVOIR
-je	Ge	-je
pas	Rg	PAS
éprouvé	Ge	ÉPROUVER
sa	Ds	SON
brutale	Ag	BRUTAL
manie	Nc	MANIE
?	Fs	?
Après	Vvc	Après
s'	Pp	SE
être	Vun	ÊTRE
souillé	Ge	SOUILLER
dedans	Rg	DEDANS
le	Da	LE
sang	Nc	SANG
des	S+Da	DE+LE|DE+LES
miens	Ps	MIEN
Ne	Vvc	Ne
m'	Pp	JE
a-t-il	V	AVOIR
pas	Rg	PAS
ravi	Ge	RAVIR
mon	Ds	MON
honneur	Nc	HONNEUR
et	Cc	ET
mes	Ds	MON
biens	Nc	BIEN
?	Fs	?
Depuis	S	DEPUIS
trois	Nc	TROIS
fois	Nc	FOI|FOIS
cinq	Nc	CINQ
ans	Nc	AN
il	Pp	IL
me	Pp	JE
tient	Vvc	TENIR
en	S	EN
servage	Nc	SERVAGE
Est	Ag	EST
-ce	Vvc	-ce
là	Rg	LÀ
cet	Dd	CE
amour	Nc	AMOUR
?	Fs	?
Mais	Cc	MAIS
par	S	PAR
son	Ds	SON
mariage	Nc	MARIAGE
Il	Ag	Il
croit	Vvc	CROIRE|CROÎTRE
tout	Rg	TOUT
effacer	Vvn	EFFACER
.	Fs	.
Ah	I	AH
ce	Pd	CE
fut	Vuc	ÊTRE
malgré	S	MALGRÉ
moi	Pp	JE
,	Fw	,
Je	Vvc	Je
donnai	Vvc	DONNER
bien	Rg	BIEN
la	Da	LE
main	Nc	MAIN
,	Fw	,
mais	Cc	MAIS
je	Pp	JE
retiens	Vvc	RETENIR
ma	Ds	MON
foi	Nc	FOI
;	Fw	;
À	Nc	À
ce	Dd	CE
traître	Nc	TRAÎTRE
le	Da	LE
Ciel	Nc	CIEL
ne	Rp	NE
m'	Pp	JE
a	Vuc	AVOIR
point	Rg	POINT
destinée	Ge	DESTINER
,	Fw	,
La	Vvc	La
pudique	Ag	PUDIQUE
Junon	Nc	Junon
,	Fw	,
ni	Cc	NI
le	Da	LE
saint	Ag	SAINT
hyménée	Nc	HYMÉNÉE
,	Fw	,
Ni	Vvc	Ni
l'	Da	LE
amour	Nc	AMOUR
conjugal	Ag	CONJUGAL
n'	Rp	NE
ont	Vuc	AVOIR
point	Rg	POINT
uni	Ge	UNIR
nos	Ds	NOTRE
coeurs	Nc	CUR
;	Fw	;
La	Vvc	La
Discorde	Vvc	DISCORDER
plutôt	Rg	PLUTÔT
,	Fw	,
et	Cc	ET
Mégère	Vvc	Mégère
et	Cc	ET
ses	Ds	SON
soeurs	Nc	SUR
,	Fw	,
Un	Vvc	Un
furieux	Ag	FURIEUX
amour	Nc	AMOUR
,	Fw	,
et	Cc	ET
les	Da	LE
haines	Nc	HAINE
mortelles	Ag	MORTEL
,	Fw	,
Sont	Vvc	Sont
venus	Ge	VENIR
célébrer	Vvn	CÉLÉBRER
ces	Dd	CE
noces	Nc	NOCE
criminelles	Ag	CRIMINEL
,	Fw	,
Le	Vvc	Le
nom	Nc	NOM
de	S	DE
ravisseur	Nc	RAVISSEUR
,	Fw	,
et	Cc	ET
non	Rg	NON
celui	Pd	CELUI
d'	S	DE
époux	Nc	ÉPOUX
,	Fw	,
Pour	Nc	POUR
qui	Pr	QUI
m'	Pp	JE
a	Vuc	AVOIR
violée	Ge	VIOLER
est	Vuc	ÊTRE
encore	Rg	ENCORE
trop	Rg	TROP
doux	Ag	DOUX
;	Fw	;
Oui	Vvc	Oui
l'	Da	LE
Hymen	Nc	HYMEN
qui	Pr	QUI
oppose	Vvc	OPPOSER
à	S	À
ma	Ds	MON
juste	Ag	JUSTE
colere	Nc	COLÈRE
,	Fw	,
N'	Vvc	N'
est	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
lien	Nc	LIEN
infâme	Ag	INFÂME
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
un	Dn	UN
long	Ag	LONG
adultère	Nc	ADULTÈRE
.	Fs	.
Digne	Ag	DIGNE
pour	S	POUR
le	Pp	IL
punir	Vvn	PUNIR
d'	S	DE
un	Dn	UN
supplice	Nc	SUPPLICE
éternel	Ag	ÉTERNEL
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
suis	Vuc	ÊTRE
point	Rg	POINT
coupable	Ag	COUPABLE
il	Pp	IL
est	Vuc	ÊTRE
seul	Ag	SEUL
criminel	Nc	CRIMINEL
,	Fw	,
Ce	Vvc	Ce
qu'	Cs	QUE
il	Pp	IL
fit	Vvc	FAIRE
par	S	PAR
fureur	Nc	FUREUR
je	Pp	JE
le	Pp	IL
fis	Vvc	FAIRE
par	S	PAR
contrainte	Nc	CONTRAINTE
,	Fw	,
Que	Vvc	Que
pouvais	Vvc	POUVOIR
-je	Nc	-je
à	S	À
la	Da	LE
force	Nc	FORCE|FORCÉ
opposer	Vvn	OPPOSER
que	Cs	QUE
la	Da	LE
plainte	Nc	PLAINTE
,	Fw	,
Chere	Ag	CHER
ombre	Nc	OMBRE
,	Fw	,
cher	Ag	CHER
Cresphonte	Nc	Cresphonte
,	Fw	,
écoute	Vvc	ÉCOUTER
mes	Ds	MON
transports	Nc	TRANSPORT|TRANSPORTS
,	Fw	,
Si	Vvc	Si
ton	Ds	TON
lâche	Ag	LÂCHE
meurtrier	Nc	MEURTRIER
rend	Vvc	RENDRE
esclave	Nc	ESCLAVE
mon	Ds	MON
corps	Nc	CORPS
,	Fw	,
Tu	Vvc	Tu
possèdes	Vvc	POSSÉDER
toujours	Rg	TOUJOURS
et	Cc	ET
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
et	Cc	ET
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
Et	Vvc	Et
dans	S	DANS
les	Da	LE
bras	Nc	BRAS
d'	S	DE
autrui	Pi	AUTRUI
je	Pp	JE
suis	Vuc	ÊTRE
encor	Nc	encor
ta	Ds	TON
femme	Nc	FEMME
.	Fs	.
Un	Dn	UN
fils	Nc	FIL|FILS
vous	Pp	VOUS
reste	Vvc	RESTER
encor	Nc	encor
chez	S	CHEZ
les	Da	LE
Étoliens	Nc	Étoliens
,	Fw	,
Que	Vvc	Que
l'	Pp	IL
on	Pp	ON
comble	Vvc	COMBLER
à	S	À
Chalcis	Vvc	Chalcis
et	Cc	ET
d'	S	DE
honneur	Nc	HONNEUR
et	Cc	ET
de	S	DE
biens	Nc	BIEN
Que	Vvc	Que
leur	Ds	LEUR
Roi	Nc	ROI
généreux	Ag	GÉNÉREUX
destine	Vvc	DESTINER
pour	S	POUR
son	Ds	SON
gendre	Nc	GENDRE
,	Fw	,
Il	Vvc	Il
viendra	Vvc	VENIR
vous	Pp	VOUS
venger	Vvn	VENGER
,	Fw	,
il	Pp	IL
viendra	Vvc	VENIR
vous	Pp	VOUS
défendre	Vvn	DÉFENDRE
.	Fs	.
Vingt	Nc	VINGT
ans	Nc	AN
sont	Vuc	ÊTRE
écoulés	Ge	ÉCOULER
depuis	S	DEPUIS
qu'	Cs	QUE
en	S	EN
cette	Dd	CE
Cour	Nc	COUR
,	Fw	,
Loin	Nc	Loin
des	S+Da	DE+LE|DE+LES
yeux	Nc	OEIL|YEUX
du	S+Da	DE+LE
Tyran	Nc	TYRAN
il	Pp	IL
respire	Vvc	RESPIRER
le	Da	LE
jour	Nc	JOUR
,	Fw	,
Et	Vvc	Et
quand	Cs	QUAND
je	Pp	JE
le	Pp	IL
sauvai	Vvc	SAUVER
de	S	DE
cette	Dd	CE
main	Nc	MAIN
meurtrière	Ag	MEURTRIER
,	Fw	,
À	Nc	À
peine	Nc	PEINE
il	Pp	IL
jouissoit	Vvc	JOUIR
de	S	DE
la	Da	LE
douce	Ag	DOUX
lumiere	Nc	LUMIÈRE
,	Fw	,
Il	Vvc	Il
n'	Rp	NE
avait	Vuc	AVOIR
encor	Nc	encor
vu	Ge	VOIR
que	Cs	QUE
le	Da	LE
cours	Nc	COUR|COURS|COURT
d'	S	DE
un	Dn	UN
Soleil	Nc	SOLEIL
.	Fs	.
Mais	Cc	MAIS
est	Vuc	ÊTRE
il	Pp	IL
de	S	DE
malheur	Nc	MALHEUR
à	S	À
mon	Ds	MON
malheur	Nc	MALHEUR
pareil	Nc	PAREIL
,	Fw	,
Je	Vvc	Je
faisais	Vvc	FAIRE
en	S	EN
secret	Ag	SECRET
élever	Nc	ÉLEVER
Téléphonte	Ag	Téléphonte
,	Fw	,
Pour	Nc	POUR
punir	Vvn	PUNIR
Hermocrate	Nc	Hermocrate
,	Fw	,
et	Cc	ET
pour	S	POUR
venger	Vvn	VENGER
ma	Ds	MON
honte	Nc	HONTE
;	Fw	;
Mais	Vvc	Mais
ce	Dd	CE
dragon	Nc	DRAGON
veillant	Ga	VEILLER
enfin	Rg	ENFIN
l'	Pp	IL
a	Vuc	AVOIR
decouvert	Ge	DÉCOUVRIR
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
là	Rg	LÀ
ce	Pd	CE
qui	Pr	QUI
le	Pp	IL
sauve	Vvc	SAUVER
,	Fw	,
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
ce	Pd	CE
qui	Pr	QUI
me	Pp	JE
perd	Vvc	PERDRE
.	Fs	.
Avecque	Vvc	Avecque
sa	Ds	SON
valeur	Nc	VALEUR
tout	Rg	TOUT
un	Dn	UN
peuple	Nc	PEUPLE
le	Da	LE
garde	Nc	GARDE
,	Fw	,
Comme	Vvc	Comme
son	Ds	SON
Roi	Ag	Roi
futur	Nc	FUTUR
ce	Dd	CE
peuple	Nc	PEUPLE
le	Pp	IL
regarde	Vvc	REGARDER
,	Fw	,
Le	Vvc	Le
favori	Ag	FAVORI
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
le	Da	LE
puissant	Ag	PUISSANT
Amynthas	Nc	Amynthas
Lui	Nc	Lui
donnera	Vvc	DONNER
sa	Ds	SON
fille	Nc	FILLE
avecque	Vvc	avecque
ses	Ds	SON
États	Nc	États
,	Fw	,
En	Vvc	En
vain	Ag	VAIN
l'	Da	LE
orgueilleux	Ag	ORGUEILLEUX
fils	Nc	FIL|FILS
du	S+Da	DE+LE
superbe	Ag	SUPERBE
Hermocrate	Nc	Hermocrate
Pour	Ag	Pour
lui	Pp	IL
donner	Vvn	DONNER
la	Da	LE
main	Nc	MAIN
la	Pp	IL
menace	Vvc	MENACER
et	Cc	ET
la	Pp	IL
flatte	Vvc	FLATTER
,	Fw	,
Il	Vvc	Il
n'	Rp	NE
a	Vuc	AVOIR
point	Rg	POINT
cet	Dd	CE
honneur	Nc	HONNEUR
d'	S	DE
être	Vun	ÊTRE
sorti	Ge	SORTIR
de	S	DE
vous	Pp	VOUS
Pour	Nc	POUR
prétendre	Vvn	PRÉTENDRE
à	S	À
celui	Pd	CELUI
d'	S	DE
être	Vun	ÊTRE
un	Dn	UN
jour	Nc	JOUR
son	Ds	SON
époux	Nc	ÉPOUX
Philoclée	Ag	Philoclée
est	Vuc	ÊTRE
constante	Ag	CONSTANT
et	Cc	ET
rien	Pi	RIEN
ne	Rp	NE
la	Pp	IL
surmonte	Vvc	SURMONTER
,	Fw	,
Elle	Vvc	Elle
hait	Vvc	HAÏR
Demochare	Nc	Demochare
et	Cc	ET
chérit	Vvc	CHÉRIR
Téléphonte	Ag	Téléphonte
,	Fw	,
Quoiqu'il	Nc	Quoiqu'il
puisse	Vvc	POUVOIR
arriver	Vvn	ARRIVER
cette	Dd	CE
illustre	Ag	ILLUSTRE
beauté	Nc	BEAUTÉ
Ne	Ag	Ne
donnera	Vvc	DONNER
son	Ds	SON
coeur	Nc	CUR
qu'	Cs	QUE
à	S	À
qui	Pr	QUI
l'	Pp	IL
a	Vuc	AVOIR
mérité	Ge	MÉRITER
.	Fs	.
Ô	Vvc	Ô
bons	Ag	BON
Dieux	Nc	DIEU|DIEUX
que	Pr	QUE
je	Pp	JE
plains	Vvc	PLAINDRE
cette	Dd	CE
jeune	Ag	JEUNE
Princesse	Nc	PRINCE|PRINCESSE
Qu'	Vvc	Qu'
elle	Pp	IL
a	Vuc	AVOIR
dans	S	DANS
cette	Dd	CE
Cour	Nc	COUR
,	Fw	,
d'	S	DE
ennuis	Nc	ENNUI
et	Cc	ET
de	S	DE
tristesse	Nc	TRISTESSE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
un	Dn	UN
injuste	Ag	INJUSTE
sort	Nc	SORT
l'	Da	LE
enlève	Nc	ENLÈVE
à	S	À
ses	Ds	SON
parents	Nc	PARENT
,	Fw	,
La	Vvc	La
faisant	Ga	FAIRE
devenir	Vvn	DEVENIR
le	Da	LE
butin	Nc	BUTIN
des	S+Da	DE+LE|DE+LES
tyrans	Nc	TYRAN
.	Fs	.
Le	Da	LE
Ciel	Nc	CIEL
l'	Pp	IL
a	Vuc	AVOIR
fait	Ge	FAIRE
tomber	Vvn	TOMBER
dans	S	DANS
la	Da	LE
main	Nc	MAIN
d'	S	DE
un	Dn	UN
pirate	Nc	PIRATE
,	Fw	,
Pour	Nc	POUR
la	Pp	IL
rendre	Vvn	RENDRE
captive	Ag	CAPTIF
en	S	EN
cette	Dd	CE
terre	Nc	TERRE
ingrate	Ag	INGRAT
,	Fw	,
Pour	Nc	POUR
gémir	Vvn	GÉMIR
dans	S	DANS
les	Da	LE
fers	Nc	FER|FERS
,	Fw	,
voir	Vvn	VOIR
ses	Ds	SON
desseins	Nc	DESSEIN
trahis	Vvc	TRAHIR
Loin	Nc	Loin
des	S+Da	DE+LE|DE+LES
yeux	Nc	OEIL|YEUX
de	S	DE
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
et	Cc	ET
loin	Rg	LOIN
de	S	DE
son	Ds	SON
pays	Nc	PAYS
.	Fs	.
Encor	Nc	Encor
que	Cs	QUE
son	Ds	SON
destin	Nc	DESTIN
soit	Vuc	ÊTRE
triste	Ag	TRISTE
et	Cc	ET
déplorable	Ag	DÉPLORABLE
Son	Nc	SON
malheur	Nc	MALHEUR
et	Cc	ET
le	Da	LE
mien	Ps	MIEN
n'	Rp	NE
ont	Vuc	AVOIR
rien	Pi	RIEN
de	S	DE
comparable	Ag	COMPARABLE
:	Fw	:
Mais	Cc	MAIS
je	Pp	JE
crains	Vvc	CRAINDRE
pour	S	POUR
mon	Ds	MON
fils	Nc	FIL|FILS
encor	Nc	encor
plus	Rg	PLUS
que	Cs	QUE
pour	S	POUR
moi	Pp	JE
;	Fw	;
On	Vvc	On
bannit	Vvc	BANNIR
de	S	DE
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
la	Da	LE
pudeur	Nc	PUDEUR
et	Cc	ET
la	Da	LE
foi	Nc	FOI
:	Fw	:
Où	Vvc	Où
le	Da	LE
crime	Nc	CRIME
peut	Vvc	POUVOIR
tout	Rg	TOUT
rien	Pi	RIEN
n'	Rp	NE
est	Vuc	ÊTRE
en	S	EN
assurance	Nc	ASSURANCE
.	Fs	.
Ah	I	AH
!	Fs	!
Superbe	Ag	SUPERBE
tyran	Nc	TYRAN
.	Fs	.
Vivez	Vvc	VIVRE
en	S	EN
espérance	Nc	ESPÉRANCE
,	Fw	,
L'	Vvc	L'
amour	Nc	AMOUR
le	Pp	IL
peut	Vvc	POUVOIR
fléchir	Vvn	FLÉCHIR
,	Fw	,
le	Pp	IL
Ciel	Vvc	Ciel
l'	Pp	IL
humilier	Vvn	HUMILIER
.	Fs	.
Ne	Rp	NE
sais	Vvc	SAVOIR
-tu	Vvn	-tu
pas	Rg	PAS
l'	Da	LE
édit	Nc	ÉDIT
qu'	Pr	QUE
il	Pp	IL
a	Vuc	AVOIR
fait	Ge	FAIRE
publier	Vvn	PUBLIER
Et	Vvc	Et
le	Da	LE
nouveau	Ag	NOUVEAU
tourment	Nc	TOURMENT
que	Cs	QUE
sa	Ds	SON
fureur	Nc	FUREUR
m'	Pp	JE
apprête	Vvc	APPRÊTER
?	Fs	?
N'	Rp	NE
a-t-il	V	AVOIR
pas	Rg	PAS
de	S	DE
mon	Ds	MON
fils	Nc	FIL|FILS
fait	Vvc	FAIRE
proscrire	Vvn	PROSCRIRE
la	Da	LE
tête	Nc	TÊTE
,	Fw	,
Et	Vvc	Et
cinquante	Nc	CINQUANTE
talents	Nc	TALENT
n'	Rp	NE
en	Pp	EN
sont	Vuc	ÊTRE
-ils	Ge	-ils
pas	Rg	PAS
le	Da	LE
prix	Nc	PRIX
?	Fs	?
Sachant	Ga	SAVOIR
ce	Pd	CE
que	Pr	QUE
peut	Vvc	POUVOIR
l'	Da	LE
or	Nc	OR
sur	S	SUR
de	Dn	UN
lâches	Ag	LÂCHE
esprits	Nc	ESPRIT|ESPRITS
,	Fw	,
Tu	Vvc	Tu
vois	Vvc	ALLER|VOIR
si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
raison	Nc	RAISON
de	S	DE
former	Vvn	FORMER
cette	Dd	CE
plainte	Nc	PLAINTE
,	Fw	,
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
dois	Vvc	DEVOIR
changer	Vvn	CHANGER
mon	Ds	MON
espérance	Nc	ESPÉRANCE
en	S	EN
crainte	Nc	CRAINTE
.	Fs	.
À	Vvc	À
toute	Di	TOUT
heure	Nc	HEURE|HURE
j'	Pp	JE
attends	Vvc	ATTENDRE
qu'	Cs	QUE
une	Dn	UN
homicide	Ag	HOMICIDE
main	Nc	MAIN
Vienne	Vvc	VENIR
pour	S	POUR
demander	Vvn	DEMANDER
à	S	À
ce	Dd	CE
tigre	Nc	TIGRE
inhumain	Ag	INHUMAIN
,	Fw	,
L'	Vvc	L'
effet	Nc	EFFET
de	S	DE
sa	Ds	SON
promesse	Nc	PROMESSE
,	Fw	,
et	Cc	ET
le	Da	LE
prix	Nc	PRIX
de	S	DE
