Indiscrets	Ag	INDISCRET
et	Cc	ET
si	Rg	SI
forts	Ag	FORT
Et	Nc	Et
vois	Vvc	ALLER|VOIR
qu'	Cs	QUE
un	Dn	UN
même	Ag	MÊME
coup	Nc	COUP
a	Vuc	AVOIR
percé	Ge	PERCER
nos	Ds	NOTRE
deux	Nc	DEUX
corps	Nc	CORPS
;	Fw	;
Mais	Vvc	Mais
ce	Dd	CE
dernier	Ag	DERNIER
soupir	Nc	SOUPIR
contraire	Ag	CONTRAIRE
à	S	À
mon	Ds	MON
envie	Nc	ENVIE
Emporte	Vvc	EMPORTER
en	S	EN
même	Ag	MÊME
temps	Nc	TEMPS
son	Ds	SON
amour	Nc	AMOUR
et	Cc	ET
sa	Ds	SON
vie	Nc	VIE
,	Fw	,
Dieux	Ag	Dieux
avec	S	AVEC
ses	Ds	SON
jours	Nc	JOUR|JOURS
disposez	Vvc	DISPOSER
de	S	DE
mon	Ds	MON
sort	Nc	SORT
,	Fw	,
Ne	Vvc	Ne
dois	Vvc	DEVOIR
-je	Vvc	-je
pas	Rg	PAS
mourir	Vvn	MOURIR
puisque	Cs	PUISQUE
mon	Ds	MON
coeur	Nc	CUR
est	Vuc	ÊTRE
mort	Ge	MOURIR
?	Fs	?
Hà	Vvc	Hà
mon	Ds	MON
frère	Nc	FRÈRE
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
!	Fs	!
Cette	Dd	CE
funeste	Ag	FUNESTE
épée	Nc	ÉPÉE
Ne	Ag	Ne
fut	Vuc	ÊTRE
pas	Rg	PAS
sans	S	SANS
sujet	Nc	SUJET
à	S	À
sa	Ds	SON
mort	Nc	MORT
occupée	Ge	OCCUPER
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
celle	Pd	CELUI
de	S	DE
Lisandre	Nc	Lisandre
.	Fs	.
Hé	Vvc	Hé
dieux	Nc	DIEU|DIEUX
que	Pr	QUE
dites	Vvc	DIRE
vous	Pp	VOUS
?	Fs	?
Que	Cs	QUE
l'	Pp	IL
on	Pp	ON
sème	Vvc	SEMER
a	S	À
dessein	Nc	DESSEIN
tant	Rg	TANT
de	S	DE
maux	Nc	MAL
parmi	S	PARMI
nous	Pp	NOUS
.	Fs	.
Clarinde	Vvc	Clarinde
vous	Pp	VOUS
direz	Vvc	DIRE
cette	Dd	CE
tragique	Ag	TRAGIQUE
histoire	Nc	HISTOIRE
Ou	Vvc	Ou
le	Da	LE
vice	Nc	VICE
rencontre	Vvc	RENCONTRER
une	Dn	UN
lâche	Ag	LÂCHE
victoire	Nc	VICTOIRE
:	Fw	:
Ou	Cc	OU
la	Da	LE
gêne	Nc	GÊNE
obtiendra	Vvc	OBTENIR
par	S	PAR
une	Dn	UN
autre	Ag	AUTRE
façon	Nc	FAÇON
Ce	Vvc	Ce
que	Cs	QUE
votre	Ds	VOTRE
silence	Nc	SILENCE
apprend	Vvc	APPRENDRE
à	S	À
mon	Ds	MON
soupçon	Nc	SOUPÇON
.	Fs	.
Joindrez	Vvc	JOINDRE
-vous	Nc	-vous
aux	S+Da	À+LES
douleurs	Nc	DOULEUR
d'	S	DE
une	Dn	UN
perte	Nc	PERTE
incroyable	Ag	INCROYABLE
Le	Vvc	Le
sanglant	Ag	SANGLANT
déplaisir	Nc	DÉPLAISIR
de	S	DE
m'	Pp	JE
en	S	EN
croire	Vvn	CROIRE
coupable	Ag	COUPABLE
?	Fs	?
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
d'	S	DE
aujourd'hui	Rg	AUJOURD'HUI
que	Cs	QUE
nous	Pp	NOUS
avons	Vuc	AVOIR
appris	Ge	APPRENDRE
Qu'	Vvc	Qu'
une	Dn	UN
impudique	Ag	IMPUDIQUE
amour	Nc	AMOUR
enflammait	Vvc	ENFLAMMER
vos	Ds	VOTRE
esprits	Nc	ESPRIT|ESPRITS
,	Fw	,
Clarinde	Vvc	Clarinde
qui	Pr	QUI
reçut	Vvc	RECEVOIR
vos	Ds	VOTRE
secrètes	Ag	SECRET
pensées	Nc	PENSÉE
Me	Vvc	Me
sut	Rg	SOUVENT
bien	Rg	BIEN
découvrir	Vvn	DÉCOUVRIR
vos	Ds	VOTRE
ardeurs	Nc	ARDEUR
insensées	Ag	INSENSÉ
,	Fw	,
J'	Vvc	J'
empêchai	Vvc	EMPÊCHER
toutefois	Rg	TOUTEFOIS
qu'	Cs	QUE
on	Pp	ON
en	Pp	EN
mit	Vvc	METTRE
rien	Pi	RIEN
au	S+Da	À+LE
jour	Nc	JOUR
Croyant	Ga	CROIRE
que	Cs	QUE
le	Da	LE
remords	Nc	REMORD
éteindrait	Vvc	ÉTEINDRE
cette	Dd	CE
amour	Nc	AMOUR
,	Fw	,
Mais	Vvc	Mais
je	Pp	JE
ne	Rp	NE
jugeais	Vvc	JUGER
pas	Rg	PAS
que	Cs	QUE
telles	Di	TEL
rêveries	Nc	RÊVERIE
Dans	Vvc	Dans
un	Dn	UN
esprit	Nc	ESPRIT
mal	Rg	MAL
fait	Ge	FAIRE
se	Pp	IL
changent	Vvc	CHANGER
en	S	EN
furies	Nc	FURIE
.	Fs	.
Ne	Rp	NE
pensez	Vvc	PENSER
pas	Rg	PAS
enfin	Rg	ENFIN
que	Cs	QUE
cet	Dd	CE
étonnement	Nc	ÉTONNEMENT
Fournisse	Vvc	FOURNIR
a	S	À
votre	Ds	VOTRE
crime	Nc	CRIME
un	Dn	UN
bon	Ag	BON
déguisement	Nc	DÉGUISEMENT
.	Fs	.
Les	Da	LE
crimes	Nc	CRIME
découverts	Ge	DÉCOUVRIR
pour	S	POUR
dernière	Ag	DERNIER
défense	Nc	DÉFENSE
Ont	Vvc	Ont
toujours	Rg	TOUJOURS
emprunté	Ge	EMPRUNTER
le	Da	LE
front	Nc	FRONT
de	S	DE
l'	Da	LE
innocence	Nc	INNOCENCE
.	Fs	.
Parlez	Vvc	PARLER
parlez	Nc	PARLÉ
Clarinde	Vvc	Clarinde
,	Fw	,
et	Cc	ET
soulagez	Vvc	SOULAGER
mon	Ds	MON
mal	Nc	MAL
En	Vvc	En
me	Pp	JE
montrant	Ga	MONTRER
l'	Da	LE
auteur	Nc	AUTEUR
d'	S	DE
un	Dn	UN
acte	Nc	ACTE
si	Rg	SI
brutal	Ag	BRUTAL
,	Fw	,
Dites	Vvc	DIRE
,	Fw	,
ou	Cc	OU
la	Da	LE
rigueur	Nc	RIGUEUR
...	Fs	...
Il	Vvc	Il
est	Vuc	ÊTRE
vrai	Ag	VRAI
c'	Pd	CE
est	Vuc	ÊTRE
Lisandre	Nc	Lisandre
.	Fs	.
Auprès	Vvc	Auprès
de	S	DE
ce	Dd	CE
témoin	Nc	TÉMOIN
je	Pp	JE
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
défendre	Vvn	DÉFENDRE
.	Fs	.
Ô	Vvc	Ô
perfide	Ag	PERFIDE
Lisandre	Nc	Lisandre
,	Fw	,
ô	I	OH
coeur	Nc	CUR
formé	Ge	FORMER
de	S	DE
fer	Nc	FER
Qu'	Vvc	Qu'
une	Dn	UN
rage	Nc	RAGE
anima	Vvc	ANIMER
sur	S	SUR
les	Da	LE
bords	Nc	BORD
de	S	DE
l'	Da	LE
enfer	Nc	ENFER
.	Fs	.
Que	Cs	QUE
l'	Da	LE
innocence	Nc	INNOCENCE
est	Vuc	ÊTRE
faible	Ag	FAIBLE
,	Fw	,
ou	Cc	OU
préside	Vvc	PRÉSIDER
la	Da	LE
rage	Nc	RAGE
!	Fs	!
Mais	Cc	MAIS
craindrais	Vvc	CRAINDRE
-je	Vvn	-je
la	Da	LE
mort	Nc	MORT
après	S	APRÈS
un	Dn	UN
tel	Ag	TEL
outrage	Nc	OUTRAGE
?	Fs	?
Ces	Dd	CE
pleurs	Nc	PLEUR
que	Pr	QUE
vous	Pp	VOUS
versez	Vvc	VERSER
avec	S	AVEC
trop	Rg	TROP
de	S	DE
raison	Nc	RAISON
Ne	Vvc	Ne
vous	Pp	VOUS
peuvent	Vvc	POUVOIR
sauver	Vvn	SAUVER
d'	S	DE
une	Dn	UN
étroite	Ag	ÉTROIT
prison	Nc	PRISON
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
empêcheront	Vvc	EMPÊCHER
pas	Rg	PAS
qu'	Cs	QUE
une	Dn	UN
prompte	Ag	PROMPT
justice	Nc	JUSTICE
Ne	Ag	Ne
travaille	Vvc	TRAVAILLER
pour	S	POUR
vous	Pp	VOUS
aux	S+Da	À+LES
rigueurs	Nc	RIGUEUR
d'	S	DE
un	Dn	UN
supplice	Nc	SUPPLICE
.	Fs	.
Ou	Cc	OU
courrez	Vvc	COURIR
-vous	Nc	-vous
Béronte	Vvc	Béronte
,	Fw	,
écoutez	Vvc	ÉCOUTER
mes	Ds	MON
discours	Nc	DISCOURS
;	Fw	;
Mais	Vvc	Mais
je	Pp	JE
lui	Pp	IL
parle	Vvc	PARLER
en	S	EN
vain	Ag	VAIN
,	Fw	,
la	Da	LE
fureur	Nc	FUREUR
nous	Pp	NOUS
rend	Vvc	RENDRE
sourds	Ag	SOURD
,	Fw	,
Et	Vvc	Et
nous	Pp	NOUS
faisant	Ga	FAIRE
de	S	DE
feu	Nc	FEU
,	Fw	,
sous	S	SOUS
ombre	Nc	OMBRE
d'	S	DE
allégeance	Nc	ALLÉGEANCE
,	Fw	,
Elle	Vvc	Elle
nous	Pp	NOUS
rend	Vvc	RENDRE
légers	Ag	LÉGER
a	S	À
suivre	Vvn	SUIVRE
la	Da	LE
vengeance	Nc	VENGEANCE
.	Fs	.
Ne	Rp	NE
craignez	Vvc	CRAINDRE
rien	Pi	RIEN
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
croyez	Vvc	CROIRE
que	Cs	QUE
les	Da	LE
dieux	Nc	DIEU|DIEUX
Prendront	Vvc	PRENDRE
votre	Ds	VOTRE
part	Nc	PART
contre	S	CONTRE
ce	Dd	CE
furieux	Ag	FURIEUX
,	Fw	,
Lisandre	Nc	Lisandre
par	S	PAR
moi-même	Pp	LUI-MÊME
averti	Ge	AVERTIR
de	S	DE
vos	Ds	VOTRE
peines	Nc	PEINE
Coupera	Vvc	COUPER
le	Da	LE
chemin	Nc	CHEMIN
à	S	À
ses	Ds	SON
poursuites	Nc	POURSUITE
vaines	Ag	VAIN
.	Fs	.
Et	Cc	ET
bien	Rg	BIEN
que	Cs	QUE
son	Ds	SON
duel	Nc	DUEL
l'	Pp	IL
engage	Vvc	ENGAGER
en	S	EN
un	Dn	UN
danger	Nc	DANGER
Je	Ag	Je
sais	Vvc	SAVOIR
que	Cs	QUE
sa	Ds	SON
vertu	Nc	VERTU
vous	Pp	VOUS
viendra	Vvc	VENIR
soulager	Vvn	SOULAGER
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
avec	S	AVEC
vous	Pp	VOUS
dedans	Rg	DEDANS
un	Dn	UN
même	Ag	MÊME
gouffre	Nc	GOUFFRE
,	Fw	,
Et	Vvc	Et
son	Ds	SON
renom	Nc	RENOM
pâtit	Vvc	PÂTIR
où	Pr	OÙ
votre	Ds	VOTRE
gloire	Nc	GLOIRE
souffre	Vvc	SOUFFRIR
,	Fw	,
Si	Vvc	Si
bien	Rg	BIEN
que	Cs	QUE
son	Ds	SON
retour	Nc	RETOUR
,	Fw	,
qui	Pr	QUI
vous	Pp	VOUS
doit	Vvc	DEVOIR
contenter	Vvn	CONTENTER
,	Fw	,
Vous	Nc	Vous
gardera	Vvc	GARDER
l'	Da	LE
honneur	Nc	HONNEUR
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
veut	Vvc	VOULOIR
vous	Pp	VOUS
ôter	Vvn	ÔTER
.	Fs	.
Destins	Nc	DESTIN
qui	Pr	QUI
disposez	Vvc	DISPOSER
la	Da	LE
malice	Nc	MALICE
des	S+Da	DE+LE|DE+LES
astres	Nc	ASTRE|ÂTRE
À	Nc	À
verser	Vvn	VERSER
dessus	S	DESSUS
moi	Pp	JE
ce	Pd	CE
qu'	Pr	QUE
ils	Pp	ILS
ont	Vuc	AVOIR
de	S	DE
désastres	Nc	DÉSASTRE
,	Fw	,
Je	Vvc	Je
tirerai	Vvc	TIRER
ce	Dd	CE
bien	Nc	BIEN
de	S	DE
mes	Ds	MON
maux	Nc	MAL
apparents	Ag	APPARENT
Que	Vvc	Que
je	Pp	JE
ne	Rp	NE
saurais	Vvc	SAURER|SAVOIR
pas	Rg	PAS
en	S	EN
craindre	Vvn	CRAINDRE
de	S	DE
plus	Rg	PLUS
grands	Ag	GRAND
.	Fs	.
Depuis	S	DEPUIS
le	Da	LE
triste	Ag	TRISTE
jour	Nc	JOUR
que	Pr	QUE
tu	Pp	TU
me	Pp	JE
vins	Vvc	VENIR
apprendre	Vvn	APPRENDRE
Qu'	Vvc	Qu'
on	Pp	ON
n'	Rp	NE
avait	Vuc	AVOIR
accusé	Ge	ACCUSER
de	S	DE
la	Da	LE
mort	Nc	MORT
de	S	DE
Cléandre	Nc	Cléandre
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
pour	S	POUR
ce	Dd	CE
sujet	Nc	SUJET
sans	S	SANS
aucune	Di	AUCUN
raison	Nc	RAISON
L'	Vvc	L'
on	Pp	ON
arrêtait	Vvc	ARRÊTER
Caliste	Nc	Caliste
aux	S+Da	À+LES
fers	Nc	FER|FERS
d'	S	DE
une	Dn	UN
prison	Nc	PRISON
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
tant	Rg	TANT
fait	Ge	FAIRE
par	S	PAR
mes	Ds	MON
soins	Nc	SOIN
et	Cc	ET
par	S	PAR
ma	Ds	MON
vigilance	Nc	VIGILANCE
Que	Vvc	Que
nous	Pp	NOUS
viendrons	Vvc	VENIR
à	S	À
bout	Nc	BOUT
de	S	DE
cette	Dd	CE
violence	Nc	VIOLENCE
.	Fs	.
Autrefois	Rg	AUTREFOIS
un	Dn	UN
mortel	Nc	MORTEL
instruit	Ge	INSTRUIRE
à	S	À
triompher	Vvn	TRIOMPHER
Retira	Vvc	RETIRER
son	Ds	SON
ami	Nc	AMI
d'	S	DE
un	Dn	UN
fabuleux	Ag	FABULEUX
enfer	Nc	ENFER
,	Fw	,
Mais	Vvc	Mais
mon	Ds	MON
effort	Nc	EFFORT
plus	Rg	PLUS
juste	Ag	JUSTE
et	Cc	ET
moins	Rg	MOINS
épouvantable	Ag	ÉPOUVANTABLE
Tirera	Vvc	TIRER
mon	Ds	MON
amour	Nc	AMOUR
d'	S	DE
un	Dn	UN
enfer	Nc	ENFER
véritable	Ag	VÉRITABLE
;	Fw	;
Et	Vvc	Et
malgré	S	MALGRÉ
les	Da	LE
dangers	Nc	DANGER
je	Pp	JE
reconnais	Vvc	RECONNAÎTRE
encor	Nc	encor
Que	Vvc	Que
l'	Pp	IL
on	Pp	ON
passe	Vvc	PASSER
partout	Rg	PARTOUT
par	S	PAR
le	Da	LE
moyen	Nc	MOYEN
de	S	DE
l'	Da	LE
or	Nc	OR
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
gagné	Ge	GAGNER
le	Da	LE
geôlier	Nc	GEÔLIER
,	Fw	,
l'	Da	LE
argent	Nc	ARGENT
,	Fw	,
et	Cc	ET
les	Da	LE
pistoles	Nc	PISTOLE
Pour	Ag	Pour
le	Da	LE
persuader	Nc	PERSUADER
ont	Vuc	AVOIR
été	Ge	ÊTRE
mes	Ds	MON
paroles	Nc	PAROLE
,	Fw	,
Si	Vvc	Si
bien	Rg	BIEN
qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
a	Vuc	AVOIR
promis	Ge	PROMETTRE
de	S	DE
me	Pp	JE
rendre	Vvn	RENDRE
ce	Dd	CE
soir	Nc	SOIR
Cet	Vvc	Cet
aimable	Ag	AIMABLE
sujet	Nc	SUJET
ou	Pr	OÙ
j'	Pp	JE
ai	Vuc	AVOIR
mis	Ge	METTRE
mon	Ds	MON
espoir	Nc	ESPOIR
.	Fs	.
En	Pp	EN
rompant	Ga	ROMPRE
les	Da	LE
prisons	Nc	PRISON
vous	Pp	VOUS
confessez	Vvc	CONFESSER
le	Da	LE
crime	Nc	CRIME
Dont	Vvc	Dont
l'	Da	LE
on	Pp	ON
ne	Rp	NE
peut	Vvc	POUVOIR
avoir	Vun	AVOIR
de	S	DE
preuve	Nc	PREUVE
légitime	Ag	LÉGITIME
;	Fw	;
Paraissez	Vvc	PARAÎTRE
à	S	À
la	Da	LE
cour	Nc	COUR
,	Fw	,
allez	Vvc	ALLER
-y	Vvc	-y
de	S	DE
ce	Dd	CE
pas	Nc	PAS
.	Fs	.
La	Da	LE
colère	Nc	COLÈRE
du	S+Da	DE+LE
roi	Nc	ROI
ne	Rp	NE
me	Pp	JE
le	Pp	IL
permet	Vvc	PERMETTRE
pas	Rg	PAS
.	Fs	.
Quand	Cs	QUAND
j'	Pp	JE
aurai	Vuc	AVOIR
mis	Ge	METTRE
Caliste	Nc	Caliste
en	S	EN
lieu	Nc	LIEU
de	S	DE
sauvegarde	Nc	SAUVEGARDE
,	Fw	,
Je	Vvc	Je
pourrai	Vvc	POUVOIR
mieux	Rg	MIEUX
songer	Vvn	SONGER
à	S	À
ce	Pd	CE
qui	Pr	QUI
nous	Pp	NOUS
regarde	Vvc	REGARDER
.	Fs	.
Lorsqu'	Cs	LORSQUE
on	Pp	ON
veut	Vvc	VOULOIR
se	Pp	IL
purger	Vvn	PURGER
d'	S	DE
un	Dn	UN
crime	Nc	CRIME
supposé	Ge	SUPPOSER
Rarement	Nc	Rarement
par	S	PAR
la	Da	LE
fuite	Nc	FUITE
on	Pp	ON
en	Pp	EN
est	Vuc	ÊTRE
excusé	Ge	EXCUSER
.	Fs	.
Lorsqu'	Cs	LORSQUE
il	Pp	IL
s'	Pp	SE
agit	Vvc	AGIR
d'	S	DE
un	Dn	UN
crime	Nc	CRIME
où	Pr	OÙ
la	Da	LE
haine	Nc	HAINE
et	Cc	ET
l'	Da	LE
envie	Nc	ENVIE
Par	Ag	Par
cent	Nc	CENT
moyens	Nc	MOYEN|MOYENS
divers	Ag	DIVERS
poursuivent	Vvc	POURSUIVRE
notre	Ds	NOTRE
vie	Nc	VIE
;	Fw	;
Soit	Vvc	SAVOIR
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
soit	Vuc	ÊTRE
coupable	Ag	COUPABLE
,	Fw	,
ou	Cc	OU
qu'	Cs	QUE
on	Pp	ON
soit	Vuc	ÊTRE
innocent	Ag	INNOCENT
Il	Nc	Il
est	Vuc	ÊTRE
toujours	Rg	TOUJOURS
moins	Rg	MOINS
sûr	Ag	SÛR
d'	S	DE
être	Vun	ÊTRE
présent	Ag	PRÉSENT
qu'	Rg	QUE
absent	Ag	ABSENT
.	Fs	.
Approuve	Vvc	APPROUVER
mon	Ds	MON
dessein	Nc	DESSEIN
,	Fw	,
ami	Nc	AMI
,	Fw	,
je	Pp	JE
t'	Pp	TU
en	Pp	EN
conjure	Vvc	CONJURER
,	Fw	,
M'	Vvc	M'
en	S	EN
vouloir	Vvn	VOULOIR
divertir	Vvn	DIVERTIR
c'	Pd	CE
est	Vuc	ÊTRE
me	Pp	JE
faire	Vvn	FAIRE
une	Dn	UN
injure	Nc	INJURE
.	Fs	.
Puisque	Cs	PUISQUE
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
dessein	Nc	DESSEIN
où	Pr	OÙ
je	Pp	JE
vous	Pp	VOUS
vois	Vvc	ALLER|VOIR
porté	Ge	PORTER
Je	Vvc	Je
ne	Rp	NE
résiste	Vvc	RÉSISTER
point	Rg	POINT
à	S	À
votre	Ds	VOTRE
volonté	Nc	VOLONTÉ
.	Fs	.
Mais	Cc	MAIS
avez	Vuc	AVOIR
-vous	Ge	-vous
parfois	Rg	PARFOIS
Caliste	Ag	Caliste
entretenue	Nc	ENTRETENU
Depuis	Vvc	Depuis
qu'	Cs	QUE
au	S+Da	À+LE
Châtelet	Nc	Châtelet
on	Pp	ON
la	Pp	IL
voit	Vvc	VOIR
retenue	Ge	RETENIR
?	Fs	?
Quand	Cs	QUAND
je	Pp	JE
lui	Pp	IL
veux	Vvc	VOULOIR
parler	Vvn	PARLER
le	Da	LE
chemin	Nc	CHEMIN
m'	Pp	JE
est	Vuc	ÊTRE
ouvert	Ge	OUVRIR
.	Fs	.
Comment	Pt	COMMENT
le	Pp	IL
pouvez	Vvc	POUVOIR
-vous	Nc	-vous
sans	S	SANS
être	Vun	ÊTRE
découvert	Ge	DÉCOUVRIR
?	Fs	?
Auprès	Vvc	Auprès
de	S	DE
la	Da	LE
prison	Nc	PRISON
demeure	Vvc	DEMEURER
une	Dn	UN
bouchère	Ag	BOUCHER
Qui	Nc	Qui
me	Pp	JE
fait	Vvc	FAIRE
posséder	Vvn	POSSÉDER
une	Dn	UN
faveur	Nc	FAVEUR
si	Rg	SI
chère	Ag	CHER
.	Fs	.
Je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
concevoir	Vvn	CONCEVOIR
par	S	PAR
quelle	Dt	QUEL
invention	Nc	INVENTION
Elle	Ag	Elle
donne	Vvc	DONNER
secours	Nc	SECOURS
à	S	À
votre	Ds	VOTRE
passion	Nc	PASSION
.	Fs	.
Sa	Ds	SON
fenêtre	Nc	FENÊTRE
est	Vuc	ÊTRE
si	Rg	SI
près	Rg	PRÈS
de	S	DE
celle	Pd	CELUI
de	S	DE
Caliste	Nc	Caliste
Que	Vvc	Que
je	Pp	JE
lui	Pp	IL
puis	Vvc	POUVOIR
parler	Vvn	PARLER
sans	S	SANS
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
me	Pp	JE
résiste	Vvc	RÉSISTER
.	Fs	.
Enfin	Rg	ENFIN
je	Pp	JE
vous	Pp	VOUS
entends	Vvc	ENTENDRE
:	Fw	:
mais	Cc	MAIS
quelle	Dt	QUEL
extrémité	Nc	EXTRÉMITÉ
Vous	Nc	Vous
contraint	Ge	CONTRAINDRE
de	S	DE
vêtir	Vvn	VÊTIR
cet	Dd	CE
habit	Nc	HABIT
emprunté	Ge	EMPRUNTER
?	Fs	?
Le	Da	LE
geôlier	Nc	GEÔLIER
m'	Pp	JE
a	Vuc	AVOIR
donné	Ge	DONNER
le	Da	LE
conseil	Nc	CONSEIL
de	S	DE
le	Pp	IL
prendre	Vvn	PRENDRE
De	Vvc	De
peur	Nc	PEUR
d'	S	DE
être	Vun	ÊTRE
connu	Ge	CONNAÎTRE
s'	Cs	SI
il	Pp	IL
me	Pp	JE
fallait	Vvc	FALLOIR
attendre	Vvn	ATTENDRE
.	Fs	.
En	Pp	EN
voyant	Ga	VOIR
ces	Dd	CE
habits	Nc	HABIT|HABITS
inconnus	Ag	INCONNU
parmi	S	PARMI
nous	Pp	NOUS
Qui	Vvc	Qui
s'	Pp	SE
imaginerait	Vvc	IMAGINER
que	Cs	QUE
Lisandre	Nc	Lisandre
est	Vuc	ÊTRE
dessous	Nc	DESSOU|DESSOUS
?	Fs	?
Vous	Pp	VOUS
voila	Vvc	VOILER
fort	Rg	FORT
bien	Rg	BIEN
fait	Ge	FAIRE
,	Fw	,
à	S	À
vous	Pp	VOUS
voir	Vvn	VOIR
de	S	DE
la	Da	LE
sorte	Nc	SORTE
Vous	Nc	Vous
gagneriez	Vvc	GAGNER
du	S+Da	DE+LE
pain	Nc	PAIN
allant	Ga	ALLER
de	S	DE
porte	Nc	PORTE|PORTÉ
en	S	EN
porte	Nc	PORTE|PORTÉ
.	Fs	.
Si	Cs	SI
je	Pp	JE
tire	Vvc	TIRER
aujourd'hui	Rg	AUJOURD'HUI
Caliste	Ag	Caliste
de	S	DE
tourment	Nc	TOURMENT
Je	Ag	Je
gagnerai	Vvc	GAGNER
ma	Ds	MON
vie	Nc	VIE
avec	S	AVEC
ce	Dd	CE
vêtement	Nc	VÊTEMENT
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
est	Vuc	ÊTRE
déjà	Rg	DÉJÀ
tard	Rg	TARD
,	Fw	,
l'	Da	LE
obscurité	Nc	OBSCURITÉ
m'	Pp	JE
invite	Vvc	INVITER
À	Nc	À
donner	Vvn	DONNER
au	S+Da	À+LE
boucher	Nc	BOUCHER
encore	Rg	ENCORE
une	Dn	UN
visite	Nc	VISITE
.	Fs	.
Allons	Vvc	ALLER
donc	Rg	DONC
.	Fs	.
En	Pp	EN
allant	Ga	ALLER
je	Pp	JE
vous	Pp	VOUS
ferai	Vvc	FAIRE|FERRER
savoir	Vvn	SAVOIR
La	Vvc	La
place	Nc	PLACE|PLACÉ
destinée	Ge	DESTINER
où	Pr	OÙ
je	Pp	JE
vous	Pp	VOUS
dois	Vvc	DEVOIR
revoir	Vvn	REVOIR
.	Fs	.
Dis	Vvc	DIRE
ce	Pd	CE
que	Pr	QUE
tu	Pp	TU
voudras	Vvc	VOULOIR
,	Fw	,
que	Cs	QUE
ton	Ds	TON
esprit	Nc	ESPRIT
s'	Pp	SE
en	Pp	EN
pique	Vvc	PIQUER
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
veux	Vvc	VOULOIR
plus	Rg	PLUS
souffrir	Vvn	SOUFFRIR
qu'	Cs	QUE
il	Pp	IL
vienne	Vvc	VENIR
en	S	EN
ma	Ds	MON
boutique	Nc	BOUTIQUE
,	Fw	,
Il	Vvc	Il
fait	Ge	FAIRE
beau	Ag	BEAU
voir	Vvn	VOIR
entrer	Vvn	ENTRER
un	Dn	UN
gentilhomme	Nc	GENTILHOMME
ici	Rg	ICI
,	Fw	,
Ses	Vvc	Ses
visites	Nc	VISITE
enfin	Rg	ENFIN
me	Pp	JE
donnent	Vvc	DONNER
du	S+Da	DE+LE
souci	Nc	SOUCI
.	Fs	.
Il	Pp	IL
dit	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
vient	Vvc	VENIR
parler	Vvn	PARLER
a	S	À
cette	Dd	CE
prisonnière	Ag	PRISONNIER
Qu'	Nc	Qu'
on	Pp	ON
mit	Vvc	METTRE
au	S+Da	À+LE
Châtelet	Nc	Châtelet
la	Da	LE
semaine	Nc	SEMAINE
dernière	Ag	DERNIER
;	Fw	;
Mais	Vvc	Mais
que	Cs	QUE
sais	Vvc	SAVOIR
-je	Vvn	-je
aujourd'hui	Rg	AUJOURD'HUI
que	Cs	QUE
le	Da	LE
monde	Nc	MONDE
est	Vuc	ÊTRE
sans	S	SANS
foi	Nc	FOI
Si	Vvc	Si
ce	Dd	CE
jeune	Ag	JEUNE
muguet	Nc	MUGUET
n'	Rp	NE
y	Pp	Y
viendrait	Vvc	VENIR
point	Rg	POINT
pour	S	POUR
toi	Pp	TU
?	Fs	?
Alors	Rg	ALORS
qu'	Cs	QUE
il	Pp	IL
vous	Pp	VOUS
donna	Vvc	DONNER
de	S	DE
si	Rg	SI
belles	Ag	BEAU
pistoles	Nc	PISTOLE
,	Fw	,
Que	Vvc	Que
ne	Rp	NE
lui	Pp	IL
teniez	Vvc	TENIR
vous	Pp	VOUS
de	S	DE
semblables	Ag	SEMBLABLE
paroles	Nc	PAROLE
.	Fs	.
Si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
pris	Ge	PRENDRE
son	Ds	SON
argent	Nc	ARGENT
,	Fw	,
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
fort	Rg	FORT
bien	Rg	BIEN
servi	Ge	SERVIR
,	Fw	,
J'	Vvc	J'
ay	Vuc	AVOIR
toujours	Rg	TOUJOURS
son	Ds	SON
vouloir	Nc	VOULOIR
entièrement	Rg	ENTIÈREMENT
suivi	Ge	SUIVRE
,	Fw	,
Lorsqu'	Vvc	Lorsqu'
il	Pp	IL
a	Vuc	AVOIR
désiré	Ge	DÉSIRER
de	S	DE
parler	Vvn	PARLER
à	S	À
