Admire	Vvc	ADMIRER
chez	S	CHEZ
nous	Pp	NOUS
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
cent	Nc	CENT
fois	Nc	FOI|FOIS
adoré	Ge	ADORER
ses	Ds	SON
attraits	Nc	ATTRAIT
à	S	À
genoux	Nc	GENOU
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
souffert	Ge	SOUFFRIR
tant	Rg	TANT
de	S	DE
maux	Nc	MAL
qu'	Pr	QUE
il	Pp	IL
est	Vuc	ÊTRE
presque	Rg	PRESQUE
impossible	Ag	IMPOSSIBLE
Que	Vvc	Que
leur	Ds	LEUR
triste	Ag	TRISTE
récit	Nc	RÉCIT
trouve	Vvc	TROUVER
une	Dn	UN
âme	Nc	ÂME
insensible	Ag	INSENSIBLE
.	Fs	.
Mais	Cc	MAIS
aussi	Rg	AUSSI
je	Pp	JE
connais	Vvc	CONNAÎTRE
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
sans	S	SANS
rigueurs	Nc	RIGUEUR
Sous	Vvc	Sous
un	Dn	UN
même	Ag	MÊME
brasier	Nc	BRASIER
consomme	Vvc	CONSOMMER
nos	Ds	NOTRE
deux	Nc	DEUX
coeurs	Nc	CUR
.	Fs	.
Peux	Vvc	POUVOIR
-tu	Vvn	-tu
donc	Rg	DONC
me	Pp	JE
blâmer	Vvn	BLÂMER
sachant	Ga	SAVOIR
bien	Rg	BIEN
que	Cs	QUE
j'	Pp	JE
adore	Vvc	ADORER
Plus	Vvc	PLAIRE
de	S	DE
perfections	Nc	PERFECTION
qu'	Pr	QUE
on	Pp	ON
en	Pp	EN
donne	Vvc	DONNER
à	S	À
l'	Da	LE
aurore	Nc	AURORE
?	Fs	?
N'	Rp	NE
as	Vuc	AVOIR
-tu	Ge	-tu
pas	Rg	PAS
vu	Ge	VOIR
son	Ds	SON
port	Nc	PORT
qui	Pr	QUI
fait	Vvc	FAIRE
juger	Vvn	JUGER
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
Que	Vvc	Que
la	Da	LE
terre	Nc	TERRE
est	Vuc	ÊTRE
ici	Rg	ICI
plus	Rg	PLUS
riche	Ag	RICHE
que	Cs	QUE
les	Da	LE
Cieux	Nc	CIEL|CIEUX
?	Fs	?
N'	Rp	NE
as	Vuc	AVOIR
-tu	Ge	-tu
