Vraiment	Rg	VRAIMENT
lui	Pp	IL
jurer	Vvn	JURER
que	Cs	QUE
rien	Pi	RIEN
désormais	Rg	DÉSORMAIS
n'	Rp	NE
est	Vuc	ÊTRE
capable	Ag	CAPABLE
De	Vvc	De
lui	Pp	IL
faire	Vvn	FAIRE
changer	Vvn	CHANGER
le	Da	LE
titre	Nc	TITRE
d'	S	DE
immuable	Ag	IMMUABLE
.	Fs	.
Merveille	Nc	MERVEILLE
des	S+Da	DE+LE|DE+LES
beautés	Nc	BEAUTÉ
,	Fw	,
divin	Ag	DIVIN
charme	Nc	CHARME
des	S+Da	DE+LE|DE+LES
