Orgueilleux	Ag	ORGUEILLEUX
droits	Nc	DROIT|DROITS
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
tous	Di	TOUT
vos	Ds	VOTRE
désirs	Nc	DÉSIR
me	Pp	JE
sont	Vuc	ÊTRE
autant	Rg	AUTANT
de	S	DE
lois	Nc	LOI
.	Fs	.
Je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
presse	Vvc	PRESSER
pas	Rg	PAS
de	S	DE
rompre	Vvn	ROMPRE
l'	Da	LE
hyménée	Nc	HYMÉNÉE
,	Fw	,
Où	Vvc	Où
pour	S	POUR
le	Da	LE
bien	Nc	BIEN
public	Ag	PUBLIC
je	Pp	JE
me	Pp	JE
vois	Vvc	ALLER|VOIR
destinée	Ge	DESTINER
;	Fw	;
Mais	Vvc	Mais
pour	S	POUR
me	Pp	JE
disposer	Vvn	DISPOSER
à	S	À
recevoir	Vvn	RECEVOIR
ces	Dd	CE
nouds	Nc	nouds
,	Fw	,
Laissez	Vvc	LAISSER
-moi	Vvc	-moi
,	Fw	,
s'	Cs	SI
il	Pp	IL
se	Pp	IL
peut	Vvc	POUVOIR
,	Fw	,
encore	Rg	ENCORE
un	Dn	UN
jour	Nc	JOUR
ou	Cc	OU
deux	Nc	DEUX
,	Fw	,
Et	Vvc	Et
daignez	Vvc	DAIGNER
m'	Pp	JE
accorder	Vvn	ACCORDER
ce	Dd	CE
terme	Nc	TERME
pour	S	POUR
détruire	Vvn	DÉTRUIRE
Le	Nc	LÉ
trouble	Ag	TROUBLE
qui	Pr	QUI
me	Pp	JE
gêne	Vvc	GÊNER
et	Cc	ET
que	Cs	QUE
l'	Da	LE
hymen	Nc	HYMEN
m'	Pp	JE
inspire	Vvc	INSPIRER
.	Fs	.
Vous	Pp	VOUS
m'	Pp	JE
en	Pp	EN
dites	Vvc	DIRE
beaucoup	Rg	BEAUCOUP
,	Fw	,
mais	Cc	MAIS
j'	Pp	JE
en	Pp	EN
vois	Vvc	ALLER|VOIR
encore	Rg	ENCORE
plus	Rg	PLUS
;	Fw	;
Vous	Nc	Vous
trouvez	Vvc	TROUVER
peu	Rg	PEU
d'	S	DE
appas	Nc	APPAS
sans	S	SANS
doute	Nc	DOUTE
à	S	À
Seleucus	Nc	Seleucus
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
trouble	Ag	TROUBLE
secret	Nc	SECRET
dont	Pr	DONT
vous	Pp	VOUS
êtes	Vuc	ÊTRE
gênée	Ge	GÊNER
,	Fw	,
A	Vvc	A
plutôt	Rg	PLUTÔT
pour	S	POUR
objet	Nc	OBJET
l'	Da	LE
époux	Nc	ÉPOUX
que	Cs	QUE
l'	Da	LE
hyménée	Nc	HYMÉNÉE
.	Fs	.
Mais	Cc	MAIS
ce	Dd	CE
trouble	Nc	TROUBLE
sur	S	SUR
vous	Pp	VOUS
eut-il	Ag	eut-il
plus	Rg	PLUS
de	S	DE
pouvoir	Nc	POUVOIR
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
Seleucus	Vvc	Seleucus
vous	Pp	VOUS
épouse	Vvc	ÉPOUSER
ce	Dd	CE
soir	Nc	SOIR
:	Fw	:
L'	Da	LE
heure	Nc	HEURE|HURE
est	Vuc	ÊTRE
déjà	Rg	DÉJÀ
prise	Ge	PRENDRE|PRISER
,	Fw	,
et	Cc	ET
ce	Dd	CE
jour	Nc	JOUR
seul	Ag	SEUL
vous	Pp	VOUS
reste	Vvc	RESTER
,	Fw	,
Employez-le	Vvc	Employez-le
à	S	À
bannir	Vvn	BANNIR
cette	Dd	CE
haine	Nc	HAINE
funeste	Ag	FUNESTE
,	Fw	,
Songez	Vvc	SONGER
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
régner	Vvn	RÉGNER
,	Fw	,
et	Cc	ET
que	Cs	QUE
l'	Da	LE
ambition	Nc	AMBITION
Doit	Vvc	DEVOIR
être	Vun	ÊTRE
des	Dn	UN
grands	Ag	GRAND
cours	Nc	COUR|COURS|COURT
l'	Da	LE
unique	Ag	UNIQUE
passion	Nc	PASSION
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
rien	Pi	RIEN
haïr	Vvn	HAÏR
que	Cs	QUE
ce	Pd	CE
qui	Pr	QUI
vous	Pp	VOUS
peut	Vvc	POUVOIR
nuire	Vvn	NUIRE
;	Fw	;
Qu'	Vvc	Qu'
il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
rien	Pi	RIEN
aimer	Vvn	AIMER
moins	Rg	MOINS
que	Cs	QUE
d'	S	DE
un	Dn	UN
empire	Nc	EMPIRE
;	Fw	;
Préparez	Vvc	Préparez
-y	Vvc	-y
votre	Ds	VOTRE
âme	Nc	ÂME
,	Fw	,
et	Cc	ET
pour	S	POUR
donner	Vvn	DONNER
des	Dn	UN
lois	Nc	LOI
,	Fw	,
Hâtez	Vvc	Hâtez
-vous	Nc	-vous
d'	S	DE
obéir	Vvn	OBÉIR
pour	S	POUR
la	Da	LE
dernière	Ag	DERNIER
fois	Nc	FOI|FOIS
.	Fs	.
Que	Pt	QUE
ne	Rp	NE
sais	Vvc	SAVOIR
-tu	Vvn	-tu
la	Da	LE
peine	Nc	PEINE
où	Pr	OÙ
tu	Pp	TU
vas	Vvc	ALLER
me	Pp	JE
réduire	Vvn	RÉDUIRE
,	Fw	,
Cruel	Vvc	Cruel
,	Fw	,
qui	Pr	QUI
veux	Vvc	VOULOIR
me	Pp	JE
voir	Vvn	VOIR
maîtresse	Nc	MAÎTRE|MAÎTRESSE
d'	S	DE
un	Dn	UN
empire	Nc	EMPIRE
?	Fs	?
Que	Pt	QUE
ne	Rp	NE
suis	Vuc	ÊTRE
-tu	Ge	-tu
mes	Ds	MON
voux	Nc	voux
,	Fw	,
et	Cc	ET
pour	S	POUR
toute	Di	TOUT
faveur	Nc	FAVEUR
Que	Vvc	Que
ne	Rp	NE
me	Pp	JE
laisses	Vvc	LAISSER
-tu	Ag	-tu
maîtresse	Nc	MAÎTRE|MAÎTRESSE
de	S	DE
mon	Ds	MON
cour	Nc	COUR
!	Fs	!
Vois	Vvc	ALLER|VOIR
,	Fw	,
Zenone	Vvc	Zenone
,	Fw	,
à	S	À
quel	Dt	QUEL
prix	Nc	PRIX
est	Vuc	ÊTRE
ma	Ds	MON
haute	Ag	HAUT
naissance	Nc	NAISSANCE
,	Fw	,
Elle	Vvc	Elle
ne	Rp	NE
peut	Vvc	POUVOIR
laisser	Vvn	LAISSER
mon	Ds	MON
cour	Nc	COUR
en	S	EN
ma	Ds	MON
puissance	Nc	PUISSANCE
,	Fw	,
Et	Vvc	Et
pour	S	POUR
avoir	Vun	AVOIR
le	Da	LE
droit	Nc	DROIT
de	S	DE
me	Pp	JE
faire	Vvn	FAIRE
obéir	Vvn	OBÉIR
,	Fw	,
Je	Vvc	Je
perds	Vvc	PERDRE
la	Da	LE
liberté	Nc	LIBERTÉ
d'	S	DE
aimer	Vvn	AIMER
ou	Cc	OU
de	S	DE
haïr	Vvn	HAÏR
.	Fs	.
Mais	Cc	MAIS
contre	S	CONTRE
Seleucus	Vvc	Seleucus
quel	Dt	QUEL
sujet	Nc	SUJET
vous	Pp	VOUS
anime	Vvc	ANIMER
?	Fs	?
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
pour	S	POUR
vous	Pp	VOUS
fait	Vvc	FAIRE
voir	Vvn	VOIR
que	Cs	QUE
de	S	DE
l'	Da	LE
estime	Nc	ESTIME
.	Fs	.
Zenone	Nc	Zenone
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
certain	Ag	CERTAIN
,	Fw	,
mais	Cc	MAIS
le	Da	LE
prince	Nc	PRINCE
son	Ds	SON
fils	Nc	FIL|FILS
N'	Ag	N'
a	Vuc	AVOIR
pour	S	POUR
moi	Pp	JE
jusqu'	S	JUSQUE
ici	Rg	ICI
fait	Ge	FAIRE
voir	Vvn	VOIR
que	Cs	QUE
du	S+Da	DE+LE
mépris	Nc	MÉPRIS
.	Fs	.
Le	Da	LE
roi	Nc	ROI
cherche	Vvc	CHERCHER
à	S	À
vous	Pp	VOUS
plaire	Vvn	PLAIRE
avec	S	AVEC
un	Dn	UN
soin	Nc	SOIN
extrême	Ag	EXTRÊME
.	Fs	.
Le	Da	LE
prince	Nc	PRINCE
Antiochus	Vvc	Antiochus
n'	Rp	NE
en	Pp	EN
use	Vvc	USER
pas	Rg	PAS
de	S	DE
même	Pi	MÊME
.	Fs	.
Le	Da	LE
roi	Nc	ROI
vous	Pp	VOUS
aimera	Vvc	AIMER
,	Fw	,
bornez	Vvc	BORNER
-y	Vvc	-y
vos	Ds	VOTRE
souhaits	Nc	SOUHAIT
.	Fs	.
Mais	Cc	MAIS
le	Da	LE
prince	Nc	PRINCE
son	Ds	SON
fils	Nc	FIL|FILS
ne	Rp	NE
m'	Pp	JE
aimera	Vvc	AIMER
jamais	Rg	JAMAIS
.	Fs	.
Vous	Pp	VOUS
nommez	Vvc	NOMMER
tant	Rg	TANT
ce	Dd	CE
fils	Nc	FIL|FILS
à	S	À
vos	Ds	VOTRE
désirs	Nc	DÉSIR
contraire	Ag	CONTRAIRE
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
dirait	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
vous	Pp	VOUS
touche	Vvc	TOUCHER
un	Dn	UN
peu	Rg	PEU
plus	Rg	PLUS
que	Cs	QUE
son	Ds	SON
père	Nc	PÈRE
.	Fs	.
Le	Da	LE
roi	Nc	ROI
chérit	Vvc	CHÉRIR
ce	Dd	CE
prince	Nc	PRINCE
,	Fw	,
et	Cc	ET
son	Ds	SON
aversion	Nc	AVERSION
De	Vvc	De
son	Ds	SON
père	Nc	PÈRE
et	Cc	ET
de	S	DE
moi	Pp	JE
peut	Vvc	POUVOIR
troubler	Vvn	TROUBLER
l'	Da	LE
union	Nc	UNION
.	Fs	.
Voilà	Vvc	Voilà
pourquoi	Rt	POURQUOI
j'	Pp	JE
en	Pp	EN
parle	Vvc	PARLER
,	Fw	,
et	Cc	ET
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
en	Pp	EN
dois	Vvc	DEVOIR
craindre	Vvn	CRAINDRE
.	Fs	.
Vous	Pp	VOUS
n'	Rp	NE
avez	Vuc	AVOIR
pas	Rg	PAS
encore	Rg	ENCORE
sujet	Nc	SUJET
de	S	DE
vous	Pp	VOUS
en	S	EN
plaindre	Vvn	PLAINDRE
;	Fw	;
Il	Vvc	Il
est	Vuc	ÊTRE
vrai	Ag	VRAI
qu'	Cs	QUE
il	Pp	IL
fait	Vvc	FAIRE
voir	Vvn	VOIR
pour	S	POUR
vous	Pp	VOUS
quelque	Di	QUELQUE
froideur	Nc	FROIDEUR
,	Fw	,
Mais	Vvc	Mais
son	Ds	SON
indifférence	Nc	INDIFFÉRENCE
émeut	Vvc	ÉMOUVOIR
trop	Rg	TROP
votre	Ds	VOTRE
cour	Nc	COUR
.	Fs	.
Croyez	Vvc	CROIRE
-moi	Vvc	-moi
vous	Pp	VOUS
n'	Rp	NE
auriez	Vuc	AVOIR
ni	Cc	NI
regret	Nc	REGRET
ni	Cc	NI
colère	Nc	COLÈRE
De	Vvc	De
ne	Rp	NE
lui	Pp	IL
plaire	Vvn	PLAIRE
pas	Rg	PAS
s'	Cs	SI
il	Pp	IL
n'	Rp	NE
avait	Vuc	AVOIR
pu	Ge	POUVOIR
vous	Pp	VOUS
plaire	Vvn	PLAIRE
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
pourriez	Vvc	POUVOIR
le	Pp	IL
voir	Vvn	VOIR
sans	S	SANS
douleur	Nc	DOULEUR
aujourd'hui	Rg	AUJOURD'HUI
Indifférent	Vvc	Indifférent
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
l'	Pp	IL
étiez	Vuc	ÊTRE
pour	S	POUR
lui	Pp	IL
.	Fs	.
Quoi	Pt	QUE|QUOI
?	Fs	?
Ne	Rp	NE
connais	Vvc	CONNAÎTRE
-tu	Vvn	-tu
pas	Nc	PAS
quel	Dt	QUEL
soin	Nc	SOIN
et	Cc	ET
quelle	Dt	QUEL
peine	Nc	PEINE
Je	Ag	Je
prends	Vvc	PRENDRE
incessamment	Rg	INCESSAMMENT
pour	S	POUR
lui	Pp	IL
montrer	Vvn	MONTRER
ma	Ds	MON
haine	Nc	HAINE
?	Fs	?
Si	Cs	SI
vous	Pp	VOUS
le	Pp	IL
haïssiez	Vvc	HAÏR
,	Fw	,
vous	Pp	VOUS
n'	Rp	NE
auriez	Vuc	AVOIR
pas	Rg	PAS
besoin	Nc	BESOIN
,	Fw	,
D'	Vvc	D'
avoir	Vun	AVOIR
pour	S	POUR
le	Pp	IL
montrer	Vvn	MONTRER
tant	Rg	TANT
de	S	DE
peine	Nc	PEINE
et	Cc	ET
de	S	DE
soin	Nc	SOIN
.	Fs	.
Je	Pp	JE
ne	Rp	NE
le	Pp	IL
vois	Vvc	ALLER|VOIR
jamais	Rg	JAMAIS
sans	S	SANS
rougir	Vvn	ROUGIR
de	S	DE
colère	Nc	COLÈRE
.	Fs	.
Rougir	Vvn	ROUGIR
est	Vuc	ÊTRE
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
un	Dn	UN
effet	Nc	EFFET
ordinaire	Ag	ORDINAIRE
.	Fs	.
Mais	Cc	MAIS
autant	Rg	AUTANT
que	Cs	QUE
je	Pp	JE
puis	Vvc	POUVOIR
je	Pp	JE
fuis	Vvc	FUIR
toujours	Rg	TOUJOURS
ses	Ds	SON
pas	Nc	PAS
.	Fs	.
Si	Cs	SI
vous	Pp	VOUS
ne	Rp	NE
le	Pp	IL
craigniez	Vvc	CRAINDRE
,	Fw	,
vous	Pp	VOUS
ne	Rp	NE
le	Pp	IL
fuiriez	Vvc	FUIR
pas	Rg	PAS
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
,	Fw	,
juge	Nc	JUGE
à	S	À
ton	Ds	TON
gré	Nc	GRÉ
de	S	DE
mon	Ds	MON
désordre	Nc	DÉSORDRE
extrême	Ag	EXTRÊME
;	Fw	;
Crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
je	Pp	JE
crains	Vvc	CRAINDRE
d'	S	DE
aimer	Vvn	AIMER
,	Fw	,
mais	Cc	MAIS
ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
pas	Rg	PAS
que	Cs	QUE
j'	Pp	JE
aime	Vvc	AIMER
.	Fs	.
Mais	Cc	MAIS
vous	Pp	VOUS
-même	Vvc	-même
croyez	Vvc	CROIRE
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
à	S	À
présumer	Vvn	PRÉSUMER
Que	Vvc	Que
l'	Pp	IL
on	Pp	ON
aime	Vvc	AIMER
déjà	Rg	DÉJÀ
dès	S	DÈS
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
craint	Vvc	CRAINDRE
d'	S	DE
aimer	Vvn	AIMER
.	Fs	.
Le	Da	LE
prince	Nc	PRINCE
aime	Vvc	AIMER
Barsine	Vvc	Barsine
,	Fw	,
et	Cc	ET
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
prétendre	Vvn	PRÉTENDRE
,	Fw	,
Il	Vvc	Il
l'	Da	LE
épouse	Nc	ÉPOUSE|ÉPOUX
ce	Dd	CE
soir	Nc	SOIR
.	Fs	.
Mais	Cc	MAIS
que	Pr	QUE
vient	Vvc	VENIR
-on	Nc	-on
m'	Pp	JE
apprendre	Vvn	APPRENDRE
?	Fs	?
Barsine	Vvc	Barsine
vient	Vvc	VENIR
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
en	S	EN
ce	Dd	CE
lieu	Nc	LIEU
pour	S	POUR
vous	Pp	VOUS
voir	Vvn	VOIR
.	Fs	.
Barsine	Vvc	Barsine
?	Fs	?
Qu'	Cs	QUE
elle	Pp	IL
vienne	Vvc	VENIR
,	Fw	,
il	Pp	IL
la	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
recevoir	Vvn	RECEVOIR
.	Fs	.
Ce	Dd	CE
nom	Nc	NOM
vous	Pp	VOUS
fait	Vvc	FAIRE
pâlir	Vvn	PÂLIR
,	Fw	,
et	Cc	ET
malgré	S	MALGRÉ
vous	Pp	VOUS
Madame	Nc	MADAME
,	Fw	,
On	Vvc	On
voit	Vvc	VOIR
jusqu'	S	JUSQUE
en	S	EN
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
le	Da	LE
trouble	Nc	TROUBLE
de	S	DE
votre	Ds	VOTRE
âme	Nc	ÂME
;	Fw	;
Mais	Vvc	Mais
à	S	À
tort	Nc	TORT
votre	Ds	VOTRE
esprit	Nc	ESPRIT
contre	S	CONTRE
elle	Pp	IL
est	Vuc	ÊTRE
animée	Ge	ANIMER
,	Fw	,
Le	Vvc	Le
prince	Nc	PRINCE
,	Fw	,
à	S	À
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
dit	Vvc	DIRE
,	Fw	,
n'	Rp	NE
en	Pp	EN
est	Vuc	ÊTRE
pas	Rg	PAS
fort	Rg	FORT
aimé	Ge	AIMER
.	Fs	.
Crois	Vvc	CROIRE|CROÎTRE
-tu	Vvn	-tu
qu'	Cs	QUE
on	Pp	ON
dise	Vvc	DIRE
vrai	Ag	VRAI
?	Fs	?
Barsine	Vvc	Barsine
feint	Vvc	FEINDRE
peut-être	Rg	PEUT-ÊTRE
,	Fw	,
On	Vvc	On
aime	Vvc	AIMER
quelquefois	Rg	QUELQUEFOIS
sans	S	SANS
le	Pp	IL
faire	Vvn	FAIRE
connaître	Vvn	CONNAÎTRE
.	Fs	.
Pourriez	Vvc	POUVOIR
-vous	Nc	-vous
bien	Rg	BIEN
y	Pp	Y
prendre	Vvn	PRENDRE
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
intérêt	Nc	INTÉRÊT
,	Fw	,
Si	Vvc	Si
vous	Pp	VOUS
ne	Rp	NE
l'	Pp	IL
aimiez	Vvc	AIMER
pas	Rg	PAS
...	Fs	...
mais	Cc	MAIS
Barsine	Vvc	Barsine
paraît	Vvc	PARAÎTRE
.	Fs	.
Je	Pp	JE
me	Pp	JE
trouve	Vvc	TROUVER
surprise	Nc	SURPRISE
,	Fw	,
et	Cc	ET
sachant	Ga	SAVOIR
qui	Pr	QUI
vous	Pp	VOUS
êtes	Vuc	ÊTRE
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
osais	Vvc	OSER
espérer	Vvn	ESPÉRER
l'	Da	LE
honneur	Nc	HONNEUR
que	Pr	QUE
vous	Pp	VOUS
me	Pp	JE
faites	Vvc	FAIRE
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
connais	Vvc	CONNAÎTRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
je	Pp	JE
sais	Vvc	SAVOIR
qui	Pr	QUI
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
Le	Vvc	Le
sang	Nc	SANG
dont	Pr	DONT
vous	Pp	VOUS
sortez	Vvc	SORTIR
a	Vuc	AVOIR
fait	Ge	FAIRE
tous	Di	TOUT
mes	Ds	MON
ennuis	Nc	ENNUI
;	Fw	;
Je	Vvc	Je
sais	Vvc	SAVOIR
que	Cs	QUE
pour	S	POUR
détruire	Vvn	DÉTRUIRE
un	Dn	UN
puissant	Ag	PUISSANT
adversaire	Nc	ADVERSAIRE
,	Fw	,
Votre	Nc	Votre
aïeul	Nc	AÏEUL
Antigone	Ag	Antigone
a	Vuc	AVOIR
fait	Ge	FAIRE
mourir	Vvn	MOURIR
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
de	S	DE
nos	Ds	NOTRE
maisons	Nc	MAISON
les	Da	LE
cruels	Ag	CRUEL
différents	Nc	DIFFÉRENT
Pouvaient	Vvc	POUVOIR
me	Pp	JE
dispenser	Vvn	DISPENSER
des	Dn	UN
soins	Nc	SOIN
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
rends	Vvc	RENDRE
.	Fs	.
Mais	Cc	MAIS
si	Cs	SI
votre	Ds	VOTRE
maison	Nc	MAISON
a	Vuc	AVOIR
détruit	Vvc	DÉTRUIRE
ma	Ds	MON
famille	Nc	FAMILLE
,	Fw	,
Vous	Nc	Vous
prenez	Vvc	PRENDRE
un	Dn	UN
époux	Nc	ÉPOUX
dont	Pr	DONT
je	Pp	JE
vais	Vvc	ALLER
être	Vun	ÊTRE
fille	Nc	FILLE
,	Fw	,
Et	Vvc	Et
je	Pp	JE
dois	Vvc	DEVOIR
mon	Ds	MON
respect	Nc	RESPECT
au	S+Da	À+LE
rang	Nc	RANG
où	Pr	OÙ
vous	Pp	VOUS
montez	Vvc	MONTER
,	Fw	,
Comme	Vvc	Comme
je	Pp	JE
dois	Vvc	DEVOIR
ma	Ds	MON
haine	Nc	HAINE
au	S+Da	À+LE
sang	Nc	SANG
dont	Pr	DONT
vous	Pp	VOUS
sortez	Vvc	SORTIR
.	Fs	.
L'	Da	LE
hymen	Nc	HYMEN
de	S	DE
Seleucus	Nc	Seleucus
m'	Pp	JE
est	Vuc	ÊTRE
un	Dn	UN
grand	Ag	GRAND
avantage	Nc	AVANTAGE
,	Fw	,
Puisque	Vvc	Puisque
de	S	DE
votre	Ds	VOTRE
haine	Nc	HAINE
enfin	Rg	ENFIN
il	Pp	IL
se	Pp	IL
dégage	Vvc	DÉGAGER
.	Fs	.
Et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
me	Pp	JE
justifie	Vvc	JUSTIFIER
en	S	EN
faveur	Nc	FAVEUR
de	S	DE
son	Ds	SON
rang	Nc	RANG
Du	Vvc	Du
seul	Ag	SEUL
crime	Nc	CRIME
qu'	Pr	QUE
on	Pp	ON
puisse	Vvc	POUVOIR
imputer	Vvn	IMPUTER
à	S	À
mon	Ds	MON
sang	Nc	SANG
.	Fs	.
L'	Da	LE
hymen	Nc	HYMEN
d'	S	DE
Antiochus	Nc	Antiochus
ne	Rp	NE
m'	Pp	JE
est	Vuc	ÊTRE
pas	Rg	PAS
moins	Rg	MOINS
propice	Ag	PROPICE
,	Fw	,
Puisqu'il	Nc	Puisqu'il
faut	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
avec	S	AVEC
vous	Pp	VOUS
ce	Dd	CE
feu	Nc	FEU
sacré	Ge	SACRER
m'	Pp	JE
unisse	Vvc	UNIR
,	Fw	,
Et	Vvc	Et
m'	Pp	JE
épargne	Vvc	ÉPARGNER
,	Fw	,
en	S	EN
faveur	Nc	FAVEUR
d'	S	DE
un	Dn	UN
devoir	Nc	DEVOIR
plein	Ag	PLEIN
d'	S	DE
appas	Nc	APPAS
,	Fw	,
La	Vvc	La
peine	Nc	PEINE
que	Pr	QUE
j'	Pp	JE
aurais	Vuc	AVOIR
à	S	À
ne	Rp	NE
vous	Pp	VOUS
aimer	Vvn	AIMER
pas	Rg	PAS
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
souhaiterais	Vvc	SOUHAITER
qu'	Cs	QUE
un	Pi	UN
noud	Vvc	noud
si	Rg	SI
favorable	Ag	FAVORABLE
Vous	Nc	Vous
pût	Vvc	POUVOIR
être	Vun	ÊTRE
aussi	Rg	AUSSI
doux	Ag	DOUX
qu'	Cs	QUE
il	Pp	IL
doit	Vvc	DEVOIR
m'	Pp	JE
être	Vun	ÊTRE
agréable	Ag	AGRÉABLE
,	Fw	,
Et	Vvc	Et
pour	S	POUR
combler	Vvn	COMBLER
mes	Ds	MON
voux	Nc	voux
je	Pp	JE
voudrais	Vvc	VOULOIR
que	Cs	QUE
le	Da	LE
roi	Nc	ROI
Eut	Vvc	Eut
pour	S	POUR
vous	Pp	VOUS
les	Da	LE
appas	Nc	APPAS
que	Cs	QUE
le	Da	LE
prince	Nc	PRINCE
a	Vuc	AVOIR
pour	S	POUR
moi	Pp	JE
.	Fs	.
Si	Cs	SI
le	Da	LE
prince	Nc	PRINCE
vous	Pp	VOUS
plaît	Vvc	PLAIRE
,	Fw	,
croyez	Vvc	CROIRE
que	Cs	QUE
dans	S	DANS
mon	Ds	MON
père	Nc	PÈRE
Je	Vvc	Je
ne	Rp	NE
vois	Vvc	ALLER|VOIR
rien	Pi	RIEN
aussi	Rg	AUSSI
qui	Pr	QUI
ne	Rp	NE
me	Pp	JE
doive	Vvc	DEVOIR
plaire	Vvn	PLAIRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
souhaite	Vvc	SOUHAITER
en	S	EN
recevant	Ga	RECEVOIR
sa	Ds	SON
foi	Nc	FOI
,	Fw	,
Autant	Ga	Autant
d'	S	DE
amour	Nc	AMOUR
pour	S	POUR
lui	Pp	IL
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
ai	Vuc	AVOIR
pour	S	POUR
le	Da	LE
roi	Nc	ROI
.	Fs	.
Si	Cs	SI
vous	Pp	VOUS
aimez	Vvc	AIMER
le	Da	LE
roi	Nc	ROI
,	Fw	,
je	Pp	JE
confesse	Vvc	CONFESSER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
ne	Rp	NE
peut	Vvc	POUVOIR
trop	Rg	TROP
louer	Vvn	LOUER|LOVER
la	Da	LE
force	Nc	FORCE|FORCÉ
de	S	DE
votre	Ds	VOTRE
âme	Nc	ÂME
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
doit	Vvc	DEVOIR
avoir	Vun	AVOIR
sans	S	SANS
doute	Nc	DOUTE
en	S	EN
pareil	Da	PAREIL
sort	Nc	SORT
Une	Vvc	Une
grande	Ag	GRAND
vertu	Nc	VERTU
pour	S	POUR
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
effort	Nc	EFFORT
.	Fs	.
Si	Rg	SI
pour	S	POUR
le	Da	LE
prince	Nc	PRINCE
encore	Rg	ENCORE
vous	Pp	VOUS
étiez	Vuc	ÊTRE
destinée	Ge	DESTINER
,	Fw	,
Je	Vvc	Je
vous	Pp	VOUS
verrais	Vvc	VOIR
l'	Pp	IL
aimer	Vvn	AIMER
sans	S	SANS
en	Pp	EN
être	Vun	ÊTRE
étonnée	Ge	ÉTONNER
,	Fw	,
Votre	Nc	Votre
âge	Nc	ÂGE
avec	S	AVEC
le	Da	LE
sien	Ps	SIEN
ayant	Ga	AVOIR
plus	Rg	PLUS
de	S	DE
rapport	Nc	RAPPORT
,	Fw	,
Un	Vvc	Un
peu	Rg	PEU
d'	S	DE
amour	Nc	AMOUR
pour	S	POUR
lui	Pp	IL
ne	Rp	NE
surprendrait	Vvc	SURPRENDRE
pas	Rg	PAS
fort	Rg	FORT
;	Fw	;
Il	Vvc	Il
a	S	À
des	Dn	UN
qualités	Nc	QUALITÉ
dont	Pr	DONT
un	Dn	UN
cour	Nc	COUR
jeune	Ag	JEUNE
et	Cc	ET
tendre	Ag	TENDRE
N'	Nc	N'
aurais	Vuc	AVOIR
pas	Rg	PAS
peu	Rg	PEU
de	S	DE
peine	Nc	PEINE
à	S	À
se	Pp	IL
pouvoir	Vvn	POUVOIR
défendre	Vvn	DÉFENDRE
,	Fw	,
Et	Vvc	Et
dont	Pr	DONT
l'	Da	LE
appas	Nc	APPAS
brillant	Ag	BRILLANT
,	Fw	,
sans	S	SANS
qu'	Cs	QUE
on	Pp	ON
dut	Vvc	DEVOIR
l'	Pp	IL
étonner	Vvn	ÉTONNER
,	Fw	,
